Ticker;Sector;NAME;Year;PL;PT;DIR;LL_Consolidado;PR_all;PS_all;Legal Index;Leverage Index;Governance Index;Global Index;Legal Ranking;Governance Ranking;Leverage Ranking;Global Points;Global Ranking;LPA;Aplicações Financeiras;Caixa e Equivalentes de Caixa;Clientes;Despesas Financeiras;Despesas/Receitas Operacionais;Empréstimos e Financiamentos;Fornecedores;Imobilizado;Intangível;Investimentos;Outras Despesas Operacionais;Passivo Circulante;Passivo Não Circulante;Capacidade Financeira
LEVE3.SA;Consumo Cíclico;MAHLE-METAL LEVE S.A.;2012;1362226048;985502976;4809407,43;179514000;158421000;4366000;40,11635364;0,382264774;36,32559626;29,23514208;12;34;26;21;8;1,396431258;0;136279;384836;-119501;-320872;282141;85193;749538;637351;371;-128501;578909;406594;521115
RENT3.SA;Consumo Cíclico;LOCALIZA RENT A CAR S.A.;2020;6052659200;14388474880;70000000;1048179968;158587000;695294000;0,507534896;-0,579339767;13,97399954;3,602432392;70;85;122;86,75;92,5;1,393666538;1380211;2586393;0;-512383;-1097234;1615037;1661001;14181295;152088;0;74065;4296388;10092087;3966604
ROMI3.SA;Bens Industriais;ROMI S.A.;2019;758881984;608358976;7826251,27;129910000;1260000;80959000;0,604639385;0,247424652;15,5992626;4,263991506;50;68;36;51;40;1,391681434;683;147807;237448;-8342;-104205;173826;51451;269235;54361;18181;0;395429;212930;385938
ENAT3.SA;Petróleo, Gás e Biocombustíveis;ENAUTA PARTICIPAÇÕES S.A.;2017;3110109952;821232000;3872994,9;357375008;1000;75551000;3,730248547;2,787127087;91,27355502;25,3802948;22;15;9;17;4;1,385706164;1874376;18815;128539;-20586;68334;36813;111646;735191;410204;143397;-27732;308842;512390;2021730
MDIA3.SA;Consumo não Cíclico;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;2012;2410618112;1016273984;15000000;470537984;46901000;327548000;0,436546656;1,372015962;30,36919893;8,153577052;47;36;12;35,5;28;1,38251212;0;143004;412513;-65356;-878331;159208;77285;1334474;823503;140;-15932;496965;519309;555517
TRPL3.SA;Utilidade Pública;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;2012;5078230016;4758345216;7083851;843488000;120882000;65942000;11,79136211;0,06722606;118,0719568;35,43047676;17;10;37;20,25;6;1,379164628;118111;311124;2509548;-387981;-130296;1302234;86966;8585;42388;0;-4399644;1656421;3101924;2938783
LOGG3.SA;Financeiro;LOG COMMERCIAL PROPERTIES;2020;3079961088;1132221952;8016389;142572000;1725000;2929000;47,67599863;1,720280315;16,78506507;28,46433566;14;75;8;27,75;8,5;1,376445668;0;453855;32486;-30385;110911;203229;15269;4981;2492;3320806;-57730;330525;801697;486341
YDUQ3.SA;Consumo Cíclico;YDUQS PARTICIPACOES S.A.;2017;2777256960;1243837952;30000675,06;424590016;86284000;741016000;-0,427016399;1,232812526;13,15268207;3,382865449;62;61;15;50;45;1,374918554;510450;13996;0;-229312;-1058355;349274;70923;602416;1420208;228;-16470;842944;400894;524446
VBBR3.SA;Petróleo, Gás e Biocombustíveis;VIBRA ENERGIA S.A.;2022;12613000192;28497000448;67991123,52;1536999936;919000000;14458000000;-0,893692078;-0,557392006;21,60589113;4,815278742;140;75;125;120;135;1,371413602;0;4145000;6931000;-2728000;-3528000;1802000;5134000;6944000;894000;4984000;-143000;9624000;18873000;11076000
PCAR3.SA;Consumo não Cíclico;CIA BRASILEIRA DE DISTRIBUICAO;2012;11067951104;24328282112;69768837;1156435968;774361000;6706171000;-0,827556445;-0,545058256;15,57525075;3,343769902;88;54;78;77;89;1,368661377;0;7086251;3208963;-1786160;-10934522;4211150;6803240;8114498;4975556;362429;-1164524;13955393;10372890;10295214
CSMG3.SA;Utilidade Pública;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2012;4990263808;4037872896;5239000;481723008;80774000;515179000;-0,06494052;0,23586451;90,94941935;22,76385071;62;14;29;41,75;37;1,366623908;0;497701;583513;-257459;-588028;363005;172440;198623;6437748;22060;-123652;863640;3174233;1081214
MYPK3.SA;Consumo Cíclico;IOCHPE MAXION S.A.;2018;3198526976;5820662784;20613078;306142016;105150000;385314000;-0,205473936;-0,450487497;13,85183416;3,247599698;65;68;80;69,5;74,5;1,363528073;0;486903;1253826;-235657;-616783;1076149;1316903;3398325;1667080;46803;0;3261829;2558834;1740729
PCAR3.SA;Consumo não Cíclico;CIA BRASILEIRA DE DISTRIBUICAO;2013;12711963648;25296388096;60435807;1396206976;1147000000;7630000000;-0,817010881;-0,497479103;22,10231377;4,992703225;82;44;76;71;79;1,360122099;24453;8367176;2515666;-1836200;-12077944;5171418;8547544;9053600;5700657;309528;-1801150;17012754;8283634;10907295
SCAR3.SA;Financeiro;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;2016;1326423040;1729800960;19303214;76866000;13961000;8625000;7,912;-0,233193257;2,982031179;4,64320948;8;78;60;38,5;29,5;1,35681983;203105;57089;19473;-203782;-60017;142855;0;8755;3941;2582626;0;191343;1538458;279667
EZTC3.SA;Consumo Cíclico;EZ TEC EMPREEND. E PARTICIPACOES S.A.;2019;3809543936;466372000;19000000;290460992;15184000;39166000;6,41615156;7,168466237;14,28742063;8,572047497;17;71;3;27;7;1,355771477;1232030;74883;0;-9733;-108122;16593;24052;20497;1210;306869;-5955;330108;136264;1306913
PSSA3.SA;Financeiro;PORTO SEGURO S.A.;2014;5999448064;16420961280;16996613;876188032;1307333000;1552206000;-0,43552078;-0,634646964;50,5507432;12,26126367;67;24;86;61;70;1,354543711;5717570;1003862;7014999;-384619;426673;0;0;1377028;1490523;8697;-11157621;15836279;584682;13736431
CRFB3.SA;Consumo não Cíclico;ATACADÃO S.A.;2020;17045000192;34779000832;28821469,68;2844000000;3618000000;8451000000;-0,663471778;-0,509905409;97,67643918;23,95989755;118;32;104;93;103;1,345621483;0;5672000;10747000;-1527000;-9414000;713000;14423000;15465000;2323000;508000;0;24720000;10059000;16419000
DIRR3.SA;Consumo Cíclico;DIRECIONAL ENGENHARIA S.A.;2014;1735531008;2219988992;7440000;232216000;27251000;131615000;0,764358166;-0,218225399;30,21182796;7,880579722;42;36;53;43,25;38;1,344647437;29099;636110;1172496;-45969;-183305;457772;129615;109968;2434;36839;-22657;858910;1361079;1837705
ITSA3.SA;Financeiro;ITAUSA S.A.;2022;76534996992;20102000640;51740000;14154000384;2301000;1395000;10145,23683;2,807332333;272,5601157;5141,460279;4;12;8;7;2;1,34223783;2005000;4472000;1425000;-2343000;12694000;922000;1243000;4055000;882000;75364000;0;7359000;12743000;7902000
CAML3.SA;Consumo não Cíclico;CAMIL ALIMENTOS S.A.;2022;2999421952;6214458880;17554000;353684000;673031000;1092629000;-0,676300007;-0,517347848;19,14834226;4,319598599;128;83;115;113,5;129;1,339533717;33712;1596350;1212386;-345909;-1141224;623139;1101036;1756482;984928;34746;0;1964667;3087302;2842448
WIZC3.SA;Financeiro;WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A.;2019;196879008;389417984;20550473,73;223667008;9410000;1000;223666,008;-0,49442754;9,88378842;111835,3513;1;87;90;44,75;25;1,337606376;1658;44102;0;-14271;-120189;106;42363;16287;282273;115525;-46592;255528;133890;45760
CVCB3.SA;Consumo Cíclico;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;2016;717222976;2611205888;37028756;197208992;39514000;127706000;0,544242181;-0,72532883;4,325833576;1,172247277;43;73;105;66;71;1,335364935;0;55530;1748975;0;-624564;216121;539728;19720;573538;0;-29298;2347956;263250;1804505
LREN3.SA;Consumo Cíclico;LOJAS RENNER S.A.;2022;10087515136;11061377024;48000000;1291704064;134324000;995495000;0,297549525;-0,08804165;25,91050133;6,604389683;79;60;62;70;62;1,32326019;655131;2848351;6524832;-727055;-6577413;704175;1702930;5440289;1639167;0;-605136;7005579;4055798;10028314
ASAI3.SA;Consumo não Cíclico;SENDAS DISTRIBUIDORA S.A.;2021;2766000128;20088000512;92332869,71;1610000000;205000;2346000;685,2745098;-0,862305851;16,43691066;346,5309061;6;103;174;72,25;59,5;1,317519443;;;;;;;;;;;;;;0
CMIG3.SA;Utilidade Pública;CIA ENERGETICA DE MINAS GERAIS - CEMIG;2021;19461765120;32584042496;16173409;3752869120;1888972000;5350455000;-0,298588789;-0,402720975;231,0394618;57,50989081;113;18;99;85,75;84,5;1,311338468;1724088;825208;4429883;-3096299;228923;1465133;2683343;2419269;12953317;5105926;434568;10687593;21896450;6979179
MULT3.SA;Financeiro;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;2022;6582542848;4294768128;46481370,51;769388032;16545000;161290000;3,770215339;0,532688763;15,55261072;5,906432541;38;95;27;49,5;31,5;1,30851729;1001402;23589;464979;-386560;-390187;461332;140568;101865;374876;7794182;-61010;1295160;2999608;1489970
MRVE3.SA;Consumo Cíclico;MRV ENGENHARIA E PARTICIPACOES S.A.;2014;4672918016;6144257024;19551934;751400000;49048000;88946000;7,447822274;-0,239465732;37,43098079;13,0217899;18;29;59;31;16,5;1,307726071;0;1217497;2433993;-112042;-480437;993083;241888;84028;76886;825447;-125194;3006092;3138165;3651490
PRIO3.SA;Petróleo, Gás e Biocombustíveis;PRIO S.A.;2019;2165101056;3324649984;19970000;842345984;12699000;379637000;1,218819514;-0,348773234;41,18057006;10,81735896;43;37;72;48,75;35;1,303694222;226301;459396;374598;-714396;174289;1447355;87232;3054590;689529;0;420005;1669783;1654867;1060295
CIEL3.SA;Financeiro;CIELO S.A. - INSTITUIÇÃO DE PAGAMENTO;2015;10163966976;19813834752;45542121,19;3651432960;1420270000;299346000;11,19803492;-0,487026762;79,17705071;25,27152344;9;12;74;26;12,5;1,296717328;0;1249524;11151905;-1173530;-1479946;3291228;3436056;751517;14290498;105108;0;8063954;11749880;12401429
CSNA3.SA;Materiais Básicos;CIA SIDERURGICA NACIONAL;2019;11361932288;39507345408;83176000;2244510976;623247000;35790635000;-0,937287758;-0,712409625;25,98507954;5,849523601;125;53;121;106;123;1,296317761;2633173;1088955;0;-2510226;-4631236;5125843;3012654;19700944;7231781;3584169;-2406851;11619957;27887387;3722128
CVCB3.SA;Consumo Cíclico;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;2015;661347008;2186563072;31833559;175234000;32618000;127706000;0,372167322;-0,697540393;4,504693961;1,137872053;42;71;95;62,5;69;1,28747834;3022;48677;1394483;0;-497428;71064;505351;10273;535144;0;-19770;1868679;317884;1446182
SEER3.SA;Consumo Cíclico;SER EDUCACIONAL S.A.;2015;757233024;1091355008;6227010,19;161064992;121253000;266944000;-0,396633781;-0,306153343;24,86554174;5,941530209;55;31;65;51,5;51;1,287241337;213135;69999;192251;-107366;-324707;49484;18219;612499;432106;0;-10981;270766;820589;475385
OFSA3.SA;Saúde;OURO FINO SAUDE ANIMAL PARTICIPACOES S.A.;2015;380308992;313062016;5572100,45;69207000;3841000;44761000;0,546145082;0,214804009;11,42027143;3,181841399;40;50;30;40;36;1,28270376;0;23380;225740;-37507;-199459;57260;29450;194095;78690;0;-808;149994;163068;249120
SEER3.SA;Consumo Cíclico;SER EDUCACIONAL S.A.;2020;1426487040;1664998016;12246000;165034000;121406000;214074000;-0,229079664;-0,143250006;12,47656378;2,96878861;86;91;63;81,5;80,5;1,282100683;1176;679933;363718;-134623;-356584;163790;38170;1023826;716735;0;0;449744;1215254;1044827
NEOE3.SA;Utilidade Pública;NEOENERGIA S.A.;2018;17576794112;28987682816;38739790,54;1593950976;1017003000;11725087000;-0,864056363;-0,393646114;40,14505922;9,505825096;104;41;75;81;94;1,281272482;21517;3933675;5160926;-7292683;-1805987;2826048;2646752;5894392;9330390;2418124;-177061;8030288;20957395;9116118
VULC3.SA;Consumo Cíclico;VULCABRAS S.A.;2021;1356562048;638675008;13961929;313838016;59878000;68941000;3,552269564;1,12402557;21,4781272;7,426672974;49;88;18;51;32;1,277002393;0;114635;616275;-75565;-333748;291497;78006;319779;209086;69413;0;494904;143771;730910
AMBP3.SA;Utilidade Pública;AMBIPAR PARTICIPACOES E EMPREENDIMENTOS S/A;2021;1304732032;3556636928;4851664,26;168871008;2327000;6638000;24,44004339;-0,633155687;33,8068207;20,51343795;16;67;147;61,5;42;1,276506392;0;793241;540021;-144351;-87818;342094;99380;1287212;2004124;0;0;897523;2659114;1333262
CBAV3.SA;Materiais Básicos;COMPANHIA BRASILEIRA DE ALUMÍNIO;2021;4715980800;7249246208;21541615,64;837726976;339105000;3141403000;-0,733327123;-0,349452251;37,88877185;9,018166339;142;62;95;110,25;126,5;1,276295669;337350;1449345;698249;-1083925;-269773;96509;655626;5195145;997923;204972;0;2159634;5089612;2484944
OFSA3.SA;Saúde;OURO FINO SAUDE ANIMAL PARTICIPACOES S.A.;2018;455967008;390040000;3455585,08;68867000;8114000;57975000;0,187874084;0,169026274;18,92918664;4,86849027;50;60;43;50,75;46;1,276149555;0;65183;174694;-37026;-226156;76439;27100;260632;93799;0;-10720;170836;219204;239877
DEXP3.SA;Materiais Básicos;DEXXOS PARTICIPACOES S.A.;2020;316175008;529692000;1124000;143887008;28030000;39339000;2,657617326;-0,403096501;127,0133523;32,98137262;41;23;88;48,25;26;1,274697587;0;40602;148293;-4980;-39885;56624;51672;275478;766;155786;0;218628;311064;188895
DIRR3.SA;Consumo Cíclico;DIRECIONAL ENGENHARIA S.A.;2022;1449694976;5039719936;8630000;276559008;26198000;402096000;-0,312206518;-0,712346124;31,04623499;7,427368959;104;51;153;103;116;1,274351661;454248;733124;363372;-269367;-358312;321046;122694;140115;20948;143717;-230631;918216;4121504;1550744
MDNE3.SA;Consumo Cíclico;MOURA DUBEUX ENGENHARIA S/A;2022;1178025984;1641228032;13933558,23;105057000;10993000;93653000;0,121768657;-0,28222894;6,539854376;1,625290687;81;123;82;91,75;98;1,271515496;63903;190174;315908;-30028;-178907;17724;66202;32621;2651;306645;-29191;382836;1258392;569985
ALOS3.SA;Financeiro;ALLOS S.A;2015;3308930048;1591911936;6682046;204039008;5917000;60821000;2,354746025;1,078588629;29,53540906;8,830872436;26;28;16;24;9;1,270794708;0;265145;40398;-114156;83711;139701;20596;3403;4595;4448219;2908;241638;1350274;305543
CMIG3.SA;Utilidade Pública;CIA ENERGETICA DE MINAS GERAIS - CEMIG;2014;11284952064;23715051520;12470795;3136902912;754975000;6112077000;-0,486769733;-0,524143894;250,5399309;62,26056187;68;4;79;54,75;63;1,27066185;993994;887143;2389415;-1693672;-1156697;5290655;1603716;5543620;3379296;8039791;-865358;10123317;13591734;4270552
TGMA3.SA;Bens Industriais;TEGMA GESTAO LOGISTICA S.A.;2012;415175008;680353024;6069000;80476000;26538000;143765000;-0,440225368;-0,389765323;12,26017466;2,74748965;70;62;62;66;73,5;1,264333702;62641;12828;389241;-113947;-93199;225287;61087;192392;276714;0;0;437206;243147;464710
VIVA3.SA;Consumo Cíclico;VIVARA PARTICIPAÇOES S.A;2021;1392731392;1171137408;11938000;298490272;17054000;134871000;1,213153843;0,189212626;24,00337343;6,654723435;71;78;45;66,25;49;1,263730273;141707127;325587601;531777249;-69111871;-696791351;127176043;157555945;480987952;29873931;0;-46096;674295867;496841603;999071977
EQTL3.SA;Utilidade Pública;EQUATORIAL ENERGIA S.A.;2022;18566979584;72050417664;13112326,47;1922002944;5938912000;7031678000;-0,726665108;-0,742305733;145,5798574;35,84605536;130;18;159;109,25;125;1,263114331;4714434;3166362;7689205;-6082889;-3289558;10809088;4397501;5139309;29245320;27047;-637339;22099849;49950568;15570001
LREN3.SA;Consumo Cíclico;LOJAS RENNER S.A.;2019;4704613888;7087120896;45250000;1099092992;92116000;290693000;2,78094069;-0,336174173;23,28934789;7,128763774;26;57;69;44,5;24;1,262318475;224249;1148053;3825961;-206222;-4214262;894018;1082399;4053671;784235;0;-502894;4768397;2318724;5198263
ALOS3.SA;Financeiro;ALLOS S.A;2016;3458164992;1529916032;7389422,52;247776992;7698000;32600000;6,600521227;1,260362608;32,53130658;11,74817791;10;38;15;18,25;5;1,260261344;0;256046;43755;-99230;128509;144427;6149;2872;3206;4535960;5069;224856;1305060;299801
LREN3.SA;Consumo Cíclico;LOJAS RENNER S.A.;2020;5501316096;9141267456;38810473,46;1096269056;122298000;355549000;2,083313569;-0,398188914;27,24673234;7,753792642;49;59;87;61;44,5;1,257140656;605572;2066781;3811668;-369043;-3456731;1418471;1404852;3854298;940636;0;-505964;5633411;3507856;6484021
CEBR3.SA;Utilidade Pública;CIA ENERGETICA DE BRASILIA;2018;792569984;2949101056;3842261;115710000;50772000;128193000;-0,097376612;-0,731250314;29,11508068;7,047269285;61;45;111;69,5;74,5;1,248191034;0;179699;622655;-204982;-143956;333847;488018;102560;920106;613426;-33710;1928843;1020258;802354
CAML3.SA;Consumo não Cíclico;CAMIL ALIMENTOS S.A.;2020;2708708096;3458078976;13059197;462676000;24854000;794094000;-0,417353613;-0,216701494;34,4291309;8,344430546;96;51;70;78,25;73;1,246571154;32292;537764;0;-189329;-952597;586591;517270;1101921;665666;32981;0;1244841;1315176;570056
GOAU3.SA;Materiais Básicos;METALURGICA GERDAU S.A.;2013;30169538560;28334424064;3371922;1520480000;1294598000;7002939000;-0,782879731;0,064766254;449,9238351;112,1057105;78;2;41;49,75;55,5;1,242851856;2123168;2099638;4078806;-1768305;-2417066;1901679;3271449;21419743;12942977;1590031;-180816;7305656;21028769;8301612
GUAR3.SA;Consumo Cíclico;GUARARAPES CONFECCOES S.A.;2019;5224590848;7377931776;3427231,68;592651008;194092000;418996000;0,41445505;-0,291862407;171,9241158;43,11529088;54;14;66;47;32;1,242296522;626483;943009;4351370;-289589;-4119598;821747;631913;2783711;295017;171736;194673;4400507;2977425;5920862
VLID3.SA;Bens Industriais;VALID SOLUÇÕES S.A.;2016;992150016;1082546944;16131327,61;88395000;19789000;335839000;-0,736793523;-0,083503933;4,479710172;0,730654798;70;71;48;64,75;69,5;1,240835948;5842;394777;298500;-98778;-333454;326049;106027;400460;627978;0;-68104;544083;538464;699119
MRVE3.SA;Consumo Cíclico;MRV ENGENHARIA E PARTICIPACOES S.A.;2017;5797121024;8761378816;23918100;700024000;95805000;261646000;1,675462266;-0,338332339;28,26754215;7,820033587;31;40;70;43;34;1,238925244;0;713123;1594050;-144348;-945626;841824;304983;182685;87559;1073855;-115487;3249980;5511399;2307173
PCAR3.SA;Consumo não Cíclico;CIA BRASILEIRA DE DISTRIBUICAO;2021;16380000256;33063000064;67497788,83;960000000;1442000000;12123000000;-0,92081168;-0,504582155;13,22268813;2,719120654;155;112;119;135,25;156;1,236580057;0;8274000;831000;0;-11260000;1470000;10078000;16344000;5753000;4508000;-1860000;16550000;16513000;9105000
PFRM3.SA;Saúde;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;2012;570929024;859673024;3670534,11;42284000;17373000;80595000;-0,475352069;-0,335876539;10,51984936;2,30831717;72;66;54;66;73,5;1,233930987;0;49327;550587;-38852;-120349;138537;514650;33904;46612;0;-15065;690950;168723;599914
CIEL3.SA;Financeiro;CIELO S.A. - INSTITUIÇÃO DE PAGAMENTO;2018;14870095872;67692994560;47000000;3559435008;1782197000;464740000;6,658981383;-0,780330358;74,73265974;21,81757304;15;24;117;42,75;29;1,231234205;0;2874424;62936111;-636278;-1739984;1033618;54442983;580794;13076153;129197;-322166;56802838;10890157;65810535
BRFS3.SA;Consumo não Cíclico;BRF S.A.;2013;14696154112;17678415872;36957378,16;1066836992;1019298000;8433843000;-0,873505235;-0,168695079;27,86668495;6,487744851;85;38;54;65,5;74;1,220655318;459568;3127715;3338355;-2056624;-5608453;2696594;3674705;10821578;4757922;107990;-648771;8436031;9242384;6925638
CEBR3.SA;Utilidade Pública;CIA ENERGETICA DE BRASILIA;2015;820820992;2523907072;1249683;88519000;78567000;39440000;1,244396552;-0,674781611;69,83316329;17,9117937;31;13;92;41,75;39,5;1,218143942;0;78043;548842;-244147;-196368;71893;322035;109153;1096135;353750;-94992;1375506;1148401;626885
WIZC3.SA;Financeiro;WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A.;2020;297639008;659905984;18202779,63;199555008;60200000;220000;906,0682182;-0,548967557;9,962886551;455,3875888;6;100;115;56,75;38;1,217743356;227848;29121;0;-19480;-288458;52;54367;12088;373639;126107;-90692;401837;258069;256969
EVEN3.SA;Consumo Cíclico;EVEN CONSTRUTORA E INCORPORADORA S.A.;2013;2315876096;2488816896;23342000;328347008;15436000;25394000;11,93010191;-0,069487153;13,06678982;9,214376624;15;59;44;33,25;19,5;1,212576054;717394;48153;1880015;-38620;-364676;580945;68031;31269;8664;19746;-22845;985831;1502986;2645562
CEBR3.SA;Utilidade Pública;CIA ENERGETICA DE BRASILIA;2012;821985984;1602433024;704503;74679000;41253000;23435000;2,186643909;-0,487038789;105,0023875;27,22215913;37;11;75;40;33;1,208673247;9805;185433;308111;-74976;-270137;106013;168579;198201;300930;608002;-61347;615292;987141;503349
BRAP3.SA;Materiais Básicos;BRADESPAR S.A.;2012;9316344832;1744480000;6162800;476736992;274968000;180278000;1,644454631;4,34047099;76,35720646;20,99664668;40;18;7;26,25;14;1,207520377;0;254205;0;-91036;570436;951257;0;32;0;8123830;-45491;1012084;732396;254205
CPFE3.SA;Utilidade Pública;CPFL ENERGIA S.A.;2012;8407060992;22668625920;16636000;1256733952;349094000;2412404000;-0,47905328;-0,629132307;74,54303631;18,23894936;73;20;85;62,75;71;1,204348404;6100;2477895;2268601;-1487964;-1582069;2133170;1691002;9611958;9535360;0;-380899;5193351;17475275;4752596
JALL3.SA;Consumo não Cíclico;JALLES MACHADO S.A.;2021;1388728960;2861143040;6041087;387907008;23619000;21753000;16,83234533;-0,514624421;63,21145863;24,09038122;20;43;121;51;32;1,202296397;26635;1194100;36523;-717786;-87387;481374;42992;1459756;9121;101928;-7963;685599;1639520;1257258
ITSA3.SA;Financeiro;ITAUSA S.A.;2021;69507997696;16472999936;46500000;13290999808;2582000;1084000;12260,06993;3,219510591;284,8279529;6202,046833;4;17;5;7,5;1;1,196343049;1516000;3876000;1430000;-1085000;10223000;1277000;1674000;3736000;756000;67628000;0;5827000;10646000;6822000
YDUQ3.SA;Consumo Cíclico;YDUQS PARTICIPACOES S.A.;2016;2434672896;1706478976;37000000;368102016;64880000;752464000;-0,510804482;0,426723054;8,948703135;2,088454306;61;61;25;52;57,5;1,195448895;345669;58340;0;-261436;-916372;468114;66138;620060;1469492;228;-1710;937314;769165;404009
CSNA3.SA;Materiais Básicos;CIA SIDERURGICA NACIONAL;2015;8735663104;39914311680;82935892;1615950976;838734000;21540763000;-0,924981721;-0,781139578;18,48433829;3,963308817;82;36;99;74,75;83;1,191672424;763599;7861052;0;-3865037;1645531;1874681;1293008;17871599;5458509;3998227;-1334331;5325571;34588740;8624651
ALPA3.SA;Consumo Cíclico;ALPARGATAS S.A.;2021;3467211008;4564553216;31924800;692563008;27929000;86396000;7,016146673;-0,240405174;20,6935739;8,621365518;35;91;77;59,5;39;1,191086004;0;583176;750778;-51116;-1337437;107895;643731;1018790;500497;2705761;-100637;4291317;273236;1333954
CIEL3.SA;Financeiro;CIELO S.A. - INSTITUIÇÃO DE PAGAMENTO;2014;4324400128;14355273728;45455461,19;3228933120;1223633000;271607000;10,88825443;-0,698758783;70,03509755;22,77821191;14;18;91;34,25;24;1,188040478;0;3998721;9641389;-132139;-1263455;4833602;4280530;723915;2329758;58867;0;10267544;4087730;13640110
CSMG3.SA;Utilidade Pública;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2016;5939686912;5007794176;6007923;434160992;188987000;251467000;0,726512791;0,186088466;71,26473974;18,22596345;38;17;34;31,75;19;1,184987565;0;638743;925699;-403734;-749150;512400;154408;137922;7833795;260;-245368;1131451;3876343;1564442
SYNE3.SA;Financeiro;SYN PROP E TECH S.A.;2014;1541954048;2811588096;13000000;148818000;4358000;126644000;0,175089226;-0,451571854;10,44753846;2,586536265;49;62;75;58,75;68;1,183778036;0;572990;80021;-105518;-8668;247312;35510;2366;76;1390198;0;406839;2404749;653011
LREN3.SA;Consumo Cíclico;LOJAS RENNER S.A.;2018;3954511872;4866535936;44000000;1020136000;77235000;380965000;1,677768299;-0,187407239;22,18490909;6,338259612;37;52;65;47,75;37;1,180603675;439693;944671;3162670;-102792;-3718203;1423835;955834;1994449;635076;0;-397702;4324355;542181;4547034
CYRE3.SA;Consumo Cíclico;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;2015;6678886912;6050700800;15211449,09;593153024;201657000;176711000;2,356627624;0,103820389;37,99385394;10,70273239;25;26;32;27;17;1,179272305;1325893;828512;2887646;-313288;-830272;1233470;254170;139671;85090;745841;0;3037540;3013161;5042051
WIZC3.SA;Financeiro;WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A.;2021;808195968;1364973056;8963476,2;205783008;57787000;170000;1209,488282;-0,407903354;21,95794661;610,131652;5;85;100;48,75;28;1,175900169;427026;25510;0;-46031;-153379;6483;26071;14446;1418555;136879;-49508;761800;603173;452536
ALUP3.SA;Utilidade Pública;ALUPAR INVESTIMENTO S/A;2021;10001723392;15718208512;16450321,63;2122816000;6152000;359718000;4,901333823;-0,363685538;128,0440423;34,3707561;44;26;96;52,5;36;1,17306075;1554474;377119;2092837;-1023368;-54570;960899;198387;4710238;281564;150920;-11835;2447555;13270654;4024430
CSMG3.SA;Utilidade Pública;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2013;5337358848;4051110912;6561906;419795008;80759000;410296000;0,023151598;0,317504992;62,97455373;15,83459048;59;23;28;42,25;36;1,172673969;0;261938;702205;-244747;-665198;471930;156104;226794;6900755;260;-111853;930837;3120274;964143
CSNA3.SA;Materiais Básicos;CIA SIDERURGICA NACIONAL;2022;21816043520;63538315264;89809910;2167697920;1484825000;47688078000;-0,954544238;-0,656647435;23,13651144;5,142693882;148;72;139;126,75;142;1,168443397;1456485;11991356;0;-3436805;-5666642;5193636;6596915;26370445;10788054;5219082;-2907855;22475119;41063196;13447841
INTB3.SA;Tecnologia da Informação;INTELBRAS S.A. IND DE TELEC ELETRONICA BRASILEIRA;2020;976230016;1465920000;9860574;327956000;13976000;56109000;4,844980306;-0,334049596;32,25932141;10,40380811;34;52;81;50,25;29;1,164570531;1163;752981;531690;-170553;-314460;151575;682672;257453;87523;3230;0;1081371;384549;1285834
CPFE3.SA;Utilidade Pública;CPFL ENERGIA S.A.;2017;11186343936;30096568320;29920000;1243042048;961134000;7106055000;-0,825072836;-0,628318291;40,54552299;9,566764758;81;32;94;72;80;1,158986181;139;3249642;4301283;-2367868;-1663408;5292679;3296870;9787125;10589824;1001550;-438494;11378688;18717880;7551064
COGN3.SA;Consumo Cíclico;COGNA EDUCAÇÃO S.A.;2017;15207726080;3460036096;71464324,85;1882316032;590239000;665398000;1,828857364;3,395250702;25,3392404;8,098051456;30;42;7;27,25;14;1,155447421;805212;921328;0;-94938;-1757351;227767;314285;1931462;11298889;0;23723;1345534;2114502;1726540
COGN3.SA;Consumo Cíclico;COGNA EDUCAÇÃO S.A.;2016;13849364480;3751700992;66687668,54;1864635008;787025000;569693000;2,273052342;2,69148941;26,96071671;8,549577701;28;43;7;26,5;14;1,152464133;0;1343982;0;-163470;-1281537;219282;225367;1704683;11330786;0;240161;1245420;2506281;1343982
TTEN3.SA;Consumo não Cíclico;TRÊS TENTOS AGROINDUSTRIAL S/A;2022;2818554880;3263433984;21863259,95;571174016;6336000;6239000;90,54896874;-0,136322385;25,12483304;51,52161204;12;65;68;39,25;18;1,152462679;154841;724314;1037931;-316282;-505648;599144;1966774;1523576;341;0;0;2739186;524248;1917086
