Ticker;Sector;NAME;Year;PL;PT;DIR;LL_Consolidado;PR_all;PS_all;Legal Index;Leverage Index;Governance Index;Global Index;Legal Ranking;Governance Ranking;Leverage Ranking;Global Points;Global Ranking;LPA;Aplicações Financeiras;Caixa e Equivalentes de Caixa;Clientes;Despesas Financeiras;Despesas/Receitas Operacionais;Empréstimos e Financiamentos;Fornecedores;Imobilizado;Intangível;Investimentos;Outras Despesas Operacionais;Passivo Circulante;Passivo Não Circulante;Capacidade Financeira
OIBR3.SA;Comunicações;OI S.A. - EM RECUPERAÇÃO JUDICIAL;2018;22895810560;42541985792;1424044,81;24615555072;5038720000;30080186000;-0,181668788;-0,461806727;17284,66046;4320,95883;64;1;83;53;48,5;1731,373995;201975;4385329;6516555;-4341595;-11743622;672894;5225862;28425563;6948446;117840;-7061516;10689459;31852527;11103859
OIBR3.SA;Comunicações;OI S.A. - EM RECUPERAÇÃO JUDICIAL;2012;19826618368;57964654592;17205000;837476992;4075205000;19303284000;-0,956614792;-0,657953308;47,67637268;11,27629745;93;26;90;75,5;86;1276,781975;2425907;4413042;7018497;-4490899;-7735838;3113621;4658849;23110061;4237152;80712;-1886226;17096423;40663917;13857446
OIBR3.SA;Comunicações;OI S.A. - EM RECUPERAÇÃO JUDICIAL;2013;11524137984;58571931648;15147000;1493015040;3833671000;19911096000;-0,925015929;-0,803248115;97,56836601;23,72877151;89;14;98;72,5;82;910,3594573;492510;2424830;7096679;-4649665;-7876315;4158708;4732174;24786286;3919491;173640;-1912931;15540457;43031476;10014019
VSTE3.SA;Consumo Cíclico;VESTE S.A. ESTILO;2017;2146494976;1544451968;20000000;420568000;6335000;39750000;9,580327044;0,389810121;20,0284;9,894716052;10;49;34;25,75;11;71,44034969;0;409740;44043;-208601;-740371;469809;274886;198807;1889702;0;-96137;976032;568420;453783
MOAR3.SA;Financeiro;MONTEIRO ARANHA S.A.;2021;923209984;1233314944;10440000;591382976;1000;1000;591381,976;-0,251440203;55,64587893;295704,8366;2;48;78;32,5;15,5;48,27135189;535603;225382;0;-399982;508450;207809;0;10474;33;1261842;-26979;233076;1000239;760985
GPAR3.SA;Utilidade Pública;CIA CELG DE PARTICIPACOES - CELGPAR;2016;-1900626048;4024506112;3405716,16;1444025984;5697000;1000;1444024,984;-1,472263178;423,0006848;722117,8741;1;3;124;32,25;21;44,06010862;40680;130;7314;-85807;1543079;3481;6209;11348;432;135225;-8124;311716;3712790;48124
VALE3.SA;Materiais Básicos;VALE S.A.;2021;1,97058E+11;3,0207E+11;195367049,9;1,21343E+11;6163000000;45479000000;1,668110569;-0,347641278;620,1026918;155,7728179;64;5;94;56,75;38;24,02401617;1028000;65409000;21840000;15990000;-34922000;6720000;19393000;233995000;50287000;9771000;-23022000;84814000;217256000;88277000
APER3.SA;Financeiro;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;2012;506267008;299032992;8165797;117528000;32367000;8833000;12,3055587;0,693013887;13,39271635;9,67421191;16;60;18;27,5;15;23,9601443;257310;3317;72810;-668;-123017;45;764;4476;398579;747;-23645;127582;171451;333437
BHIA3.SA;Consumo Cíclico;GRUPO CASAS BAHIA S.A.;2013;3950802944;9507019776;21726046;1144519040;372514000;1074668000;0,064997785;-0,584433078;51,67958284;12,80628633;58;27;83;56,5;67;22,45865201;24453;3508878;2136142;-814630;-4462755;3055807;3149899;1149500;817519;669312;-376074;7809434;1697586;5669473
APER3.SA;Financeiro;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;2013;508142016;341809984;11402185;108605000;37676000;7593000;13,30330568;0,486621339;8,524928775;8,904540366;13;71;24;30,25;15;21,75392249;119574;21949;83276;-2084;-158967;78;1006;5419;556162;0;0;133874;207936;224799
BRAP3.SA;Materiais Básicos;BRADESPAR S.A.;2021;7502810112;51014000;13750000;8079261184;1000;1400000000;4,770900846;146,0735506;586,5826316;185,549496;45;6;1;24,25;8;20,55286037;0;294709;0;-915;8017274;0;0;56;969;7048401;-35974;50042;972;294709
VALE3.SA;Materiais Básicos;VALE S.A.;2022;1,94894E+11;2,58493E+11;258444411;96337002496;6738000000;49728000000;0,937278847;-0,246037611;371,7571516;93,34641792;65;8;78;54;40,5;20,51223151;320000;24711000;22537000;8693000;-11987000;2552000;23278000;234472000;53421000;9381000;-14778000;72478000;186015000;47568000
MOAR3.SA;Financeiro;MONTEIRO ARANHA S.A.;2022;1019201984;1238736000;10300000;230767008;1000;1000;230766,008;-0,177224216;21,40456388;115388,3108;2;76;70;37,5;15,5;18,83624498;739347;148849;0;-316485;317134;311705;338;6054;426;1283779;-62164;324709;914027;888196
BHIA3.SA;Consumo Cíclico;GRUPO CASAS BAHIA S.A.;2014;4714999808;11288999936;26106112,61;938000000;569000000;767000000;0,222946545;-0,582336803;34,93028246;8,698459687;48;31;84;52,75;59,5;18,16771443;0;4448000;0;-1036000;-5264000;3409000;4132000;1313000;1058000;809000;-199000;9719000;1570000;4448000
BRKM3.SA;Materiais Básicos;BRASKEM S.A.;2021;6203828224;86360539136;73499521,76;13961620480;1153830000;22647058000;-0,38351284;-0,928163623;188,9552561;46,8150167;119;22;179;109,75;125;17,56555838;3492710;8680686;7153565;-10140332;-6013423;1343494;12053266;40005167;2877299;58923;-2669290;25193523;61167017;19326961
SUZB3.SA;Materiais Básicos;SUZANO S.A.;2022;33166364672;1,00032E+11;150000000;23394887680;3256310000;12937551000;0,808293369;-0,668441135;154,9659179;38,97851587;68;17;144;74,25;69;17,50118852;7546639;9505951;9607012;-4590370;-2786877;3335029;6206570;55765860;15192971;612516;-191197;14492543;85539060;26659602
UNIP3.SA;Materiais Básicos;UNIPAR CARBOCLORO S.A.;2021;2321436928;3926770944;28085168,28;2003832960;102087000;198352000;9,102408647;-0,40881784;70,34844057;22,03611001;31;39;101;50,5;30;17,37543934;1291272;331177;676256;-406804;141723;161824;391762;2159924;307879;104995;297713;1796221;2130550;2298705
CEBR3.SA;Utilidade Pública;CIA ENERGETICA DE BRASILIA;2021;1058220992;456164992;3703687;1294407040;11089000;131565000;8,838536389;1,319820702;348,491477;91,87209262;32;12;13;22,25;5;17,34772169;0;714792;34095;-2363;1712389;0;22538;55196;69669;411293;-7465;441502;14663;748887
MOAR3.SA;Financeiro;MONTEIRO ARANHA S.A.;2016;1304189952;261711008;12110000;212375008;1000;1000;212374,008;3,983320961;16,53716003;106192,1341;2;51;4;14,75;4;17,23859277;370077;33384;0;-256093;303271;0;0;20302;131;943869;-1590;119603;142108;403461
BHIA3.SA;Consumo Cíclico;GRUPO CASAS BAHIA S.A.;2020;5978999808;27076999168;71360746,32;1004000000;1691000000;3612000000;-0,722037652;-0,779185287;13,06935958;2,711524748;121;89;153;121;137;17,15275074;0;2984000;0;0;-7847000;6687000;7799000;4492000;1653000;206000;-1117000;18497000;8580000;2984000
VSTE3.SA;Consumo Cíclico;VESTE S.A. ESTILO;2018;2225872896;1482556032;20000000;103463000;6911000;59555000;0,737268072;0,501375225;4,17315;1,537265342;43;98;31;53,75;51,5;16,04046433;0;247735;59964;-157057;-518368;615928;224562;232782;1926628;0;-9142;960381;522175;307699
MOAR3.SA;Financeiro;MONTEIRO ARANHA S.A.;2012;1235571968;81919000;7200000;172670000;1000;1000;172669;14,08284974;22,98194444;86343,7662;2;43;2;12,25;1;15,28323597;385556;43448;977;-22605;138594;0;0;21467;465;840259;-72581;2853;79066;429981
MOAR3.SA;Financeiro;MONTEIRO ARANHA S.A.;2014;1288983040;82707000;9000000;183916000;1000;1000;183915;14,58493284;19,43511111;91966,00501;2;45;2;12,75;3;15,04815933;289441;3573;0;-78105;163021;0;0;21271;273;947745;-62386;6878;75829;293014
CLSC3.SA;Utilidade Pública;CENTRAIS ELET DE SANTA CATARINA S.A.;2021;2621369088;9336876032;11798312,2;563171968;444910000;728454000;-0,226894261;-0,719245594;46,73326544;11,39005783;105;54;155;104,75;114;14,60091779;0;844088;1697665;-233906;-489671;176554;1088186;128813;3858637;311666;0;3282108;6054768;2541753
PETR3.SA;Petróleo, Gás e Biocombustíveis;PETROLEO BRASILEIRO S.A. PETROBRAS;2022;3,64385E+11;6,12324E+11;40674314,82;1,89005E+11;15703000000;2,56562E+11;-0,263316451;-0,404914718;4645,790134;1161,214647;103;3;98;76,75;73,5;14,43767972;14470000;41723000;0;-28677000;-39845000;47650000;28507000;679182000;15581000;8172000;-8811000;163731000;448593000;56193000
FRIO3.SA;Bens Industriais;METALFRIO SOLUTIONS S.A.;2012;279516992;700504000;7758286,07;13680000;711000;11893000;0,150256453;-0,600977308;0,763276048;0,115702912;54;91;83;70,5;82;14,11907535;201385;176218;131714;-123771;-87828;193275;97711;198009;121616;0;0;345455;355049;509317
CLSC3.SA;Utilidade Pública;CENTRAIS ELET DE SANTA CATARINA S.A.;2022;2883175936;8744891392;11240494,35;540561984;399020000;822664000;-0,3429128;-0,670301687;47,09058812;11,43361521;106;42;145;99,75;113;14,01472609;0;940684;1584123;-538284;-636634;507699;1016513;133865;4308563;363279;0;3757419;4987472;2524807
CLSC3.SA;Utilidade Pública;CENTRAIS ELET DE SANTA CATARINA S.A.;2020;1984642048;8682611712;11330523,12;518684992;492793000;433029000;0,197806595;-0,771423379;44,77767386;11,10046592;75;46;151;86,75;92,5;13,44753831;0;1166205;1623760;-188007;-522087;968493;1224547;201427;3618056;268933;-18517;3522162;5160450;2789965
CLSC3.SA;Utilidade Pública;CENTRAIS ELET DE SANTA CATARINA S.A.;2014;2343458048;3827668992;7649586,49;513055008;296517000;77131000;5,651735463;-0,387758437;66,06963947;19,24633799;21;19;68;32,25;20,5;13,30157372;0;449789;892317;-193705;-234171;326706;689343;232350;102037;195621;200592;1763222;2064447;1342106
UNIP3.SA;Materiais Básicos;UNIPAR CARBOCLORO S.A.;2022;2355333120;3639111936;50226575,78;1334302976;60711000;166281000;7,024386286;-0,352772555;25,56567674;9,81541919;31;62;92;54;40,5;11,62708877;1011847;402122;541716;-306856;-875047;171206;365714;2280362;297913;192650;-78999;1495805;2143307;1955685
MOAR3.SA;Financeiro;MONTEIRO ARANHA S.A.;2017;1322128000;306563008;13250000;143711008;1000;1000;143710,008;3,312744739;9,846113811;71858,29371;2;68;8;20;7,5;11,52436536;411688;81061;0;-54329;96726;11504;0;1311;92;988947;-6899;160098;146465;492749
ELET3.SA;Utilidade Pública;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2018;56008949760;1,25201E+11;12105808,78;13347576832;24127659000;55497510000;-0,75949233;-0,552648675;1101,576216;274,8761456;92;3;92;69,75;76;9,804852621;6408104;2143440;4079221;-9705007;-1150273;12255107;3360550;32370392;649650;27983348;0;36523971;88677289;12630765
BRAP3.SA;Materiais Básicos;BRADESPAR S.A.;2022;7477001216;585020992;6610000;3727674880;16122000;1400000000;1,662624914;11,78074004;562,9447625;144,5126881;53;6;1;28,25;9;9,482837569;0;408700;0;-583;3646379;0;0;140;967;7269133;-31535;584044;977;408700
CGRA3.SA;Consumo Cíclico;GRAZZIOTIN S.A.;2021;747734976;336988992;3337269;174776000;1080000;6350000;26,52377953;1,218870627;51,3709656;26,40934882;15;51;15;24;7;8,921447562;30685;4744;296968;-15730;-147703;0;92975;299212;2210;236858;-4825;222391;114598;332397
CSNA3.SA;Materiais Básicos;CIA SIDERURGICA NACIONAL;2021;23374389248;56004714496;90000000;13595621376;574352000;40794949000;-0,666732728;-0,582635329;150,0624597;37,03658974;136;25;140;109,25;123;8,883003293;2644732;16646480;0;-3111368;-1534602;5486859;6446999;21531134;7657050;4011828;-1716032;24541616;31463098;19291212
MOAR3.SA;Financeiro;MONTEIRO ARANHA S.A.;2013;1177875968;92174000;9559093,2;105993000;1000;1000;105992;11,77883099;10,08818565;53001,46675;3;63;2;17,75;4;8,685118506;338719;33068;0;-55644;93817;0;0;21000;385;848006;-29964;17373;74801;371787
FRIO3.SA;Bens Industriais;METALFRIO SOLUTIONS S.A.;2016;121814000;976756992;4223630,77;30548000;8275000;42856000;-0,287194325;-0,875287302;6,232639798;1,195740962;56;68;113;73,25;78,5;8,653723419;230936;178094;130873;-105612;-95182;283738;158915;179054;149489;0;0;516367;460390;539903
SYNE3.SA;Financeiro;SYN PROP E TECH S.A.;2021;2774496000;2118388992;6458041,13;1404193024;3717000;207331000;5,772711384;0,309719797;216,4332736;57,07210404;40;20;41;35,25;18;8,429325751;293287;447021;89477;-171973;-30727;224502;20051;5711;7067;3680199;0;331232;1787157;829785
JBSS3.SA;Consumo não Cíclico;JBS S.A.;2021;47796719616;1,59312E+11;131842325,7;20529653760;2667841000;13760000000;0,491980651;-0,699981164;154,7136803;38,74941511;81;24;153;84,75;82;8,181688915;1245354;23239150;19877408;-7382742;-33914882;11914284;32905175;64875217;44348464;243190;-177160;59812238;99500158;44361912
PETR3.SA;Petróleo, Gás e Biocombustíveis;PETROLEO BRASILEIRO S.A. PETROBRAS;2021;3,89581E+11;5,8337E+11;48978210,75;1,07264E+11;11263000000;2,16907E+11;-0,505483917;-0,332188828;2189,035086;546,9229824;127;4;91;87,25;87;8,177426806;3630000;58410000;0;-63714000;-8806000;50631000;30597000;699406000;16879000;8427000;11913000;134913000;448457000;62040000
MOAR3.SA;Financeiro;MONTEIRO ARANHA S.A.;2019;1067904000;637401984;13832000;100569000;1000;1000;100568;0,675401123;6,270748988;50285,73654;3;103;21;32,5;12;8,173226163;416792;158765;0;-225263;52239;105484;0;11468;53;973360;-4328;215317;422085;575557
ELET3.SA;Utilidade Pública;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2019;71394148352;1,06073E+11;12414450,85;10743842816;25246426000;49849489000;-0,784474364;-0,326931109;864,4303719;215,633623;109;2;68;72;72,5;7,908364871;10426370;3562843;5281333;-8740380;-12498076;7934644;3095469;33315874;655041;29112919;0;25638057;80434512;19270546
MOAR3.SA;Financeiro;MONTEIRO ARANHA S.A.;2015;1187998976;246740000;10440000;96481000;1000;1000;96480;3,814780644;8,241475096;48243,01406;1;58;3;15,75;3,5;7,834380867;452993;3638;0;-62544;-26777;0;0;20599;169;826277;-13224;110928;135812;456631
TRPL3.SA;Utilidade Pública;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;2016;10297122816;4769875968;5648476;4949334016;153035000;744627000;5,646729189;1,158782091;875,2246695;221,9192275;13;1;16;10,75;3;7,552207093;336138;4524;1221016;-186613;98908;264047;41482;25457;41843;1826930;-31994;597971;4171905;1561678
AGRO3.SA;Consumo não Cíclico;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;2021;2216048128;1129214976;14081850;520100000;1445000;14927000;33,84290212;0,962467887;35,93406761;26,14558494;14;64;19;27,75;11;7,51132224;0;1059107;0;-945611;-97405;352591;186890;190422;1104;5609;-22613;661292;584425;1059107
GEPA3.SA;Utilidade Pública;RIO PARANAPANEMA ENERGIA S.A.;2020;1911744000;3808840960;5680000;701868032;43177000;419111000;0,674659057;-0,498077231;122,5683155;30,85488909;68;24;99;64,75;53;7,432444167;0;1110250;842470;-556796;-15057;376967;2069227;2674688;874654;0;0;2963948;844893;1952720
CLSC3.SA;Utilidade Pública;CENTRAIS ELET DE SANTA CATARINA S.A.;2019;1407123968;8091132928;11224952,53;283575008;506230000;491787000;-0,423378398;-0,826090613;24,26291378;5,647516594;81;56;135;88,25;107,5;7,352026134;0;566181;1258367;-308333;-495783;488756;996725;174796;3456876;246572;0;2427690;5663443;1824548
GGBR3.SA;Materiais Básicos;GERDAU S.A.;2021;42815647744;30998964224;32360183,76;15558937600;1741026000;11553048000;0,346738765;0,381196076;479,8049829;120,2199141;82;7;38;52,25;35;7,21462555;2626212;4160654;0;-1806147;205662;1766493;8017140;19603530;12937287;3340775;-622942;14036814;16962150;6786866
JBSS3.SA;Consumo não Cíclico;JBS S.A.;2022;49808932864;1,58302E+11;253987891,3;16201253888;2230512000;15200000000;0,065871966;-0,685354403;62,78750502;15,55847364;82;34;148;86,5;90;6,907115528;679391;13182158;20234895;-10567455;-34841868;8228557;34080614;70545684;40740751;294837;-517882;55160222;103141475;34096444
CGRA3.SA;Consumo Cíclico;GRAZZIOTIN S.A.;2019;586027328;278541024;3406224;129450032;5726396000;1000;129449,032;1,103917475;37,0039692;64734,04297;2;41;13;14,5;3;6,45039295;57635565;12886461;185121549;-10873905;-158895132;0;77331556;245864226;31322;160618342;-10563923;179294265;99246758;255643575
SUZB3.SA;Materiais Básicos;SUZANO S.A.;2021;15175130112;1,038E+11;150000000;8635532288;3232612000;11443483000;-0,245375531;-0,853804171;56,57021525;13,80641501;107;47;172;108,25;121;6,393602154;7508275;13590776;6531465;-9619790;-2169652;3655537;3288897;42963726;16034339;524066;-5187;11551224;92248798;27630516
MRFG3.SA;Consumo não Cíclico;MARFRIG GLOBAL FOODS S.A.;2021;5571722752;42431533056;78011708,81;6646379008;280809000;995786000;5,674505374;-0,868689101;84,19719808;23,66937993;41;34;175;72,75;61;6,311348963;6640778;1759482;3841374;-7615581;-4589462;7003326;3826714;9792535;7931146;347122;0;17047662;25383873;12241634
MRFG3.SA;Consumo não Cíclico;MARFRIG GLOBAL FOODS S.A.;2022;26449608704;1,09655E+11;54107233,06;2762974976;6727037000;11489997000;-0,759532141;-0,758791865;50,06479891;11,94673569;133;39;161;116,5;132,5;6,303766927;16088745;6403788;6727128;-18505932;-8097361;13632827;18824682;50896326;20412424;813262;0;40420580;69234134;29219661
BHIA3.SA;Consumo Cíclico;GRUPO CASAS BAHIA S.A.;2012;2995588096;9086883840;21147457,24;322159008;164700000;961773000;-0,665036336;-0,670339343;14,2339359;3,058380971;77;59;91;76;87,5;6,211669631;0;2581134;2222688;-858064;-5134479;2791834;3132545;1027349;122999;92483;-528352;7439341;1647543;4803822
CGRA3.SA;Consumo Cíclico;GRAZZIOTIN S.A.;2022;832361024;339392992;3492120;119071000;1990000;6218000;18,14940495;1,452499149;33,09705279;17,71209046;20;48;12;25;5;6,160640142;0;125350;259136;-31931;-276324;0;89027;359178;3809;263450;-7051;213109;126284;384486
TASA3.SA;Bens Industriais;TAURUS ARMAS S.A.;2021;757046976;1336573056;31888279,4;635059968;96922000;337029000;0,884288794;-0,433591024;18,91515315;5,062534929;74;96;107;87,75;88;6,095256344;70778;185764;515163;-297256;-344191;618904;143606;379023;102371;4420;-12981;1119801;216772;771705
CEBR3.SA;Utilidade Pública;CIA ENERGETICA DE BRASILIA;2020;900825024;2932966912;3489228;465377984;4421000;127407000;2,652687717;-0,692862193;132,3756304;34,2470359;42;21;142;61,75;47;6,00176896;0;136703;33836;-8755;6508;13110;16549;42847;73711;378045;-730;2844635;88332;170539
BRAP3.SA;Materiais Básicos;BRADESPAR S.A.;2017;8806007808;2516506880;5900000;2328375040;40073000;264441000;7,804894249;2,499298126;393,6398373;102,937231;14;3;10;10,25;3;5,923163013;0;1671661;0;-164826;2609791;1711854;0;7;0;9390988;-103069;2476434;40073;1671661
LOGN3.SA;Bens Industriais;LOG-IN LOGISTICA INTERMODAL S.A.;2016;189975008;1667744000;5787700;94064000;56557000;237499000;-0,603939385;-0,886088628;15,25239733;3,289607482;64;52;114;73,5;80;5,495612295;46889;14481;114776;-99315;178725;104378;148082;1147774;52146;5;-39869;365666;1302078;176146
ENAT3.SA;Petróleo, Gás e Biocombustíveis;ENAUTA PARTICIPAÇÕES S.A.;2021;4165912064;2523006976;4705092,9;1444564992;1000;98202000;13,7101382;0,651169459;306,0215664;83,52325306;22;13;26;20,75;3;5,493316902;2215575;830416;306787;-114623;1501891;554189;194411;1439457;780136;0;1605544;1224721;1298286;3352778
GGBR3.SA;Materiais Básicos;GERDAU S.A.;2022;46298193920;27500457984;33744072,67;11479552000;2026003000;12591278000;-0,088293341;0,68354265;339,1946206;84,92539415;93;9;23;54,5;42,5;5,353222636;2959135;2475863;0;-2537867;-999601;3121148;6618923;21383610;12049623;3896518;-210123;13462581;14037878;5434998
FRIO3.SA;Bens Industriais;METALFRIO SOLUTIONS S.A.;2019;127294000;1500050944;4654854,55;47445000;8158000;43514000;0,090338742;-0,915140215;9,192584857;2,114530531;61;88;143;88,25;107,5;5,306137158;296326;240110;263062;-146681;-119934;653424;342106;248610;164085;564;-7578;1088998;411053;799498
VIVT3.SA;Comunicações;TELEFÔNICA BRASIL S.A;2018;71607025664;30954291200;16887448,43;8928258048;6259325000;45907317000;-0,805515577;1,313314984;527,6919504;131,8485586;98;5;13;53,5;50;5,287078654;0;3381328;0;-2285487;-12986636;1464166;7642782;34115327;42220985;101657;-1626081;17160820;13793471;3381328
LIGT3.SA;Utilidade Pública;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;2019;6230543872;17613223936;5319427,94;1327803008;422479000;7350327000;-0,819354566;-0,646257613;248,6138726;61,58222646;113;8;110;86;103,5;5,277325389;681690;996338;2536599;-1199785;-2059050;1387318;2546345;1586955;2836915;579344;-73474;5177556;12435668;4214627
VALE3.SA;Materiais Básicos;VALE S.A.;2020;1,80986E+11;2,97144E+11;187971938,9;24902340608;5671000000;43659000000;-0,429617247;-0,39091393;131,4790325;32,55722102;97;22;86;75,5;68;5,207653253;0;70085566;25944188;-26062458;-57893647;5901375;17495960;213835752;48308512;10556640;-37782012;75837515;221306016;96029754
CLSC3.SA;Utilidade Pública;CENTRAIS ELET DE SANTA CATARINA S.A.;2013;2137462016;3490300928;6422421,25;513055008;505805000;41987000;11,21937762;-0,387599505;78,88498232;25,23403451;16;17;67;29;14;5,156049882;0;664506;659186;-116185;-674803;204317;557854;221129;250920;181471;-138666;1491660;1998641;1323692
BRKM3.SA;Materiais Básicos;BRASKEM S.A.;2017;5690350080;47651201024;47262439,38;4133320960;1092645000;9317293000;-0,556381777;-0,880583281;86,45466832;21,11533037;66;19;119;67,5;73,5;5,12924023;2302672;3775093;3281196;-4762360;-3500784;1184781;5265670;29761610;2727497;101258;-479404;19137732;28513468;9358961
TRPL3.SA;Utilidade Pública;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;2020;14125442048;10466916352;8681123;3382650112;88682000;780482000;3,334052691;0,349532333;388,6558213;98,91836474;39;6;31;28,75;11;5,101818455;453557;2067337;2804373;-580524;1866802;321371;153346;92991;24499;2858002;-22589;1372497;9094419;5325267
VALE3.SA;Materiais Básicos;VALE S.A.;2018;1,73682E+11;1,68033E+11;181115987,1;25773768704;5258000000;50851000000;-0,493151193;0,033621525;141,3053211;35,08816007;76;14;50;54;53,5;4,94540536;0;22412547;10261067;-19606606;-10106478;3888522;13609716;187481499;30850392;12495002;-3972769;35516662;132515998;32673614
MRFG3.SA;Consumo não Cíclico;MARFRIG GLOBAL FOODS S.A.;2020;3514063104;35993378816;59931478,35;4530851840;428939000;912335000;3,966215085;-0,90236918;74,60053522;20,40764905;38;36;172;71;64;4,73513435;9715525;2041924;2513032;-5817548;-3867719;6727521;2768069;8062919;7985473;210680;0;13864388;22128990;14270481
GOAU3.SA;Materiais Básicos;METALURGICA GERDAU S.A.;2021;43623063552;30989604864;3413649,47;15554098176;1741026000;11553048000;0,346319878;0,407667627;4555,442691;1139,13575;83;3;36;51,25;34;4,683996523;3392284;4162748;0;-1810574;167209;1766493;8017140;19603756;12937287;3340775;-659584;14041043;16948561;7555032
EUCA3.SA;Materiais Básicos;EUCATEX S.A. INDUSTRIA E COMERCIO;2021;1888012032;1586861952;9852565,32;427971008;78220000;384359000;0,113466858;0,189777113;42,43752049;10,71355783;92;56;43;70,75;55;4,642120335;96262;44822;545684;-182388;-317296;230510;282997;1888019;16532;0;55055;823144;763718;686768
TRPL3.SA;Utilidade Pública;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;2021;14792734720;14184003584;10351183;3037808128;124758000;946345000;2,210042984;0,042916736;292,4744877;74,2343726;56;14;53;44,75;24;4,581386388;813634;282632;2344141;-718523;315551;813100;83666;93265;496437;3299479;-58491;1229194;12954810;3440407
CYRE3.SA;Consumo Cíclico;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;2020;5796627968;5637298176;15838469,65;1829496064;188724000;137586000;12,29710918;0,028263503;114,5096486;34,78303262;21;26;45;28,25;10;4,578677917;1641818;200083;1355208;-117930;954495;563396;151524;73436;20962;2066024;-226318;2106359;3530939;3197109
CPFE3.SA;Utilidade Pública;CPFL ENERGIA S.A.;2022;17539944448;53606137856;30118907;5218812928;1345236000;10066566000;-0,48156969;-0,672799699;172,2736493;42,65942755;117;16;146;99;112;4,425746452;856244;3746158;5071130;-5065396;-1605577;4685625;3227768;10614068;9907344;622508;181086;14879172;38726965;9673532
LEVE3.SA;Consumo Cíclico;MAHLE-METAL LEVE S.A.;2021;1710802944;1230237056;7888623,55;566620032;266619000;71385000;6,937522337;0,390628689;70,82749036;21,27329093;36;38;37;36,75;20,5;4,417930223;0;361089;567080;-187012;-271684;172124;280400;625831;391303;0;70900;843995;386242;928169
LEVE3.SA;Consumo Cíclico;MAHLE-METAL LEVE S.A.;2022;1579757056;1577442048;9696372,92;562360000;237892000;76959000;6,307267506;0,001467571;56,99694428;17,40323672;32;37;53;38,5;17;4,405319991;0;427406;659339;-327106;-412187;220768;327022;664660;390135;0;8033;1039127;513769;1086745
VIVT3.SA;Comunicações;TELEFÔNICA BRASIL S.A;2014;44950093824;28115193856;21033279;4936658944;5135930000;26116458000;-0,810975173;0,598782994;233,7070537;58,17097159;83;6;19;47,75;47,5;4,394903625;0;4692689;0;-2345381;-12661325;2264518;7641191;20453864;31287424;79805;-908365;16011006;12104187;4692689
SCAR3.SA;Financeiro;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;2013;1081139968;1185258;25683000;249219008;14553000;6018000;40,41226454;911,1558074;8,703656426;250,1709982;9;70;1;22,25;7;4,343553143;146719;343869;51183;-110004;-44127;144597;0;4277;3880;1691115;0;208297;976961;541771
TASA3.SA;Bens Industriais;TAURUS ARMAS S.A.;2022;1024230976;1251942016;19382000;519984000;104761000;255089000;1,038441485;-0,181886251;25,82819111;6,930796956;62;61;72;64,25;56;4,319554973;105544;201219;352437;-388110;-399574;392967;112230;512701;125782;4373;8687;998666;253276;659200
AGRO3.SA;Consumo não Cíclico;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;2018;880532992;477080992;13684930;177079008;1207000;17333000;9,216293083;0,845667731;11,93970872;7,804490653;11;74;21;29,25;11;4,290254623;11215;104314;0;-137879;5071;70088;106445;84830;1403;86;35432;203153;220582;115529
CLSC3.SA;Utilidade Pública;CENTRAIS ELET DE SANTA CATARINA S.A.;2018;1800856064;8053889024;10729022,6;165032000;639573000;714925000;-0,7691618;-0,776399196;14,38182984;3,016776761;94;67;115;92,5;105;4,278654948;0;698060;1431571;-353436;-434108;452478;1006854;160066;3296556;228663;0;4438978;3614911;2129631
UNIP3.SA;Materiais Básicos;UNIPAR CARBOCLORO S.A.;2018;1445942016;2596687872;25705439,84;547440000;80366000;57954000;8,446112434;-0,443159098;20,29665952;9,186431322;12;55;78;39,25;21,5;4,253293596;659939;201542;449321;-303268;-429336;477918;193972;1906835;299249;12594;-63912;1129665;1467023;1310802
RECV3.SA;Petróleo, Gás e Biocombustíveis;PETRORECÔNCAVO S.A.;2022;3810501888;2774592000;26564803,2;1153390976;3726000;51166000;21,54213689;0,373355754;42,4180132;21,46891068;18;44;34;28,5;10;4,229461747;1250163;361028;384180;-114294;-183327;14011;352152;4117368;11997;0;-2239;1391367;1383225;1995371
CPFE3.SA;Utilidade Pública;CPFL ENERGIA S.A.;2021;16805877760;49314000896;27115000;4853750784;1035364000;10348941000;-0,530990583;-0,659206768;178,0061141;44,07123154;129;23;150;107,75;120;4,12066019;585858;2199952;5425177;-1917634;-1849542;4034836;4269598;8754616;9673609;1202944;-492979;12913717;36400283;8210987
