product_id;product;description;date_period;mes;ano;cost_real;qtd_real;cost_unit;dias_uteis;qtd_dia;qtd_dia_10000;varia_dia_media;varia_dia_abs;qtd_med;desv_pad
1074;73470X;LUBRAX TOP TURBO 15W40 CI-4 3-LITROS;01/02/2024;2;2024;193937;453;428;19;23,84211;238421;8501;7341;472,16667;84,00099
1074;73470X;LUBRAX TOP TURBO 15W40 CI-4 3-LITROS;01/03/2024;3;2024;201069;471;426;21;22,42857;224285;9407;10397;472,16667;84,00099
1074;73470X;LUBRAX TOP TURBO 15W40 CI-4 3-LITROS;01/04/2024;4;2024;168343;409;411;22;18,59091;185909;8288;8683;472,16667;84,00099
1074;73470X;LUBRAX TOP TURBO 15W40 CI-4 3-LITROS;01/05/2024;5;2024;206697;505;409;22;22,95455;229545;12347;12347;472,16667;84,00099
1074;73470X;LUBRAX TOP TURBO 15W40 CI-4 3-LITROS;01/06/2024;6;2024;157475;378;416;20;18,90000;189000;8233;7485;472,16667;84,00099
1075;73472Z;LUBRAX TURBO VIGOROS 20W50 CH4 3-LITROS;01/01/2024;1;2024;32695;68;480;22;3,09091;30909;0;0;48,66667;16,48838
1075;73472Z;LUBRAX TURBO VIGOROS 20W50 CH4 3-LITROS;01/02/2024;2;2024;19549;41;476;19;2,15789;21578;6981;6029;48,66667;16,48838
1075;73472Z;LUBRAX TURBO VIGOROS 20W50 CH4 3-LITROS;01/03/2024;3;2024;19198;40;479;21;1,90476;19047;8826;9756;48,66667;16,48838
1075;73472Z;LUBRAX TURBO VIGOROS 20W50 CH4 3-LITROS;01/04/2024;4;2024;31686;67;472;22;3,04545;30454;15988;16750;48,66667;16,48838
1075;73472Z;LUBRAX TURBO VIGOROS 20W50 CH4 3-LITROS;01/05/2024;5;2024;24336;50;486;22;2,27273;22727;7462;7462;48,66667;16,48838
1075;73472Z;LUBRAX TURBO VIGOROS 20W50 CH4 3-LITROS;01/06/2024;6;2024;12942;26;497;20;1,30000;13000;5720;5200;48,66667;16,48838
1076;75919P;LUBRAX ESSENCIAL 4T 20W50 SL TB-200L;01/01/2024;1;2024;0;0;0;22;0,00000;0;0;0;0,00000;0,00000
1076;75919P;LUBRAX ESSENCIAL 4T 20W50 SL TB-200L;01/02/2024;2;2024;0;0;0;19;0,00000;0;0;0;0,00000;0,00000
1076;75919P;LUBRAX ESSENCIAL 4T 20W50 SL TB-200L;01/03/2024;3;2024;0;0;0;21;0,00000;0;0;0;0,00000;0,00000
1076;75919P;LUBRAX ESSENCIAL 4T 20W50 SL TB-200L;01/04/2024;4;2024;0;0;0;22;0,00000;0;0;0;0,00000;0,00000
1076;75919P;LUBRAX ESSENCIAL 4T 20W50 SL TB-200L;01/05/2024;5;2024;0;0;0;22;0,00000;0;0;0;0,00000;0,00000
1076;75919P;LUBRAX ESSENCIAL 4T 20W50 SL TB-200L;01/06/2024;6;2024;0;0;0;20;0,00000;0;0;0;0,00000;0,00000
1077;79128S;LUBRAX HYDRA 683-LITROS;01/01/2024;1;2024;18468;53;348;22;2,40909;24090;0;0;38,83333;9,53764
1077;79128S;LUBRAX HYDRA 683-LITROS;01/02/2024;2;2024;9667;28;345;19;1,47368;14736;6117;5283;38,83333;9,53764
1077;79128S;LUBRAX HYDRA 683-LITROS;01/03/2024;3;2024;15829;47;336;21;2,23810;22380;15187;16785;38,83333;9,53764
1077;79128S;LUBRAX HYDRA 683-LITROS;01/04/2024;4;2024;12451;36;345;22;1,63636;16363;7311;7659;38,83333;9,53764
1077;79128S;LUBRAX HYDRA 683-LITROS;01/05/2024;5;2024;13310;38;350;22;1,72727;17272;10555;10555;38,83333;9,53764
1077;79128S;LUBRAX HYDRA 683-LITROS;01/06/2024;6;2024;11931;31;384;20;1,55000;15500;8973;8157;38,83333;9,53764
1078;83963P;LUBRAX HYDRA XP 46BD-20L;01/01/2024;1;2024;18662;42;444;22;1,90909;19090;0;0;42,50000;19,60357
1078;83963P;LUBRAX HYDRA XP 46BD-20L;01/02/2024;2;2024;29965;63;475;19;3,31579;33157;17368;15000;42,50000;19,60357
1078;83963P;LUBRAX HYDRA XP 46BD-20L;01/03/2024;3;2024;10670;22;485;21;1,04762;10476;3159;3492;42,50000;19,60357
1078;83963P;LUBRAX HYDRA XP 46BD-20L;01/04/2024;4;2024;16565;34;487;22;1,54545;15454;14752;15454;42,50000;19,60357
1078;83963P;LUBRAX HYDRA XP 46BD-20L;01/05/2024;5;2024;33301;69;482;22;3,13636;31363;20294;20294;42,50000;19,60357
1078;83963P;LUBRAX HYDRA XP 46BD-20L;01/06/2024;6;2024;12503;25;500;20;1,25000;12500;3985;3623;42,50000;19,60357
1079;83964Q;LUBRAX HYDRA XP 100 BD-20L;01/01/2024;1;2024;0;0;0;22;0,00000;0;0;0;1,16667;1,60208
1079;83964Q;LUBRAX HYDRA XP 100 BD-20L;01/02/2024;2;2024;0;0;0;19;0,00000;0;0;0;1,16667;1,60208
1079;83964Q;LUBRAX HYDRA XP 100 BD-20L;01/03/2024;3;2024;940;2;470;21;0,09524;952;0;0;1,16667;1,60208
1079;83964Q;LUBRAX HYDRA XP 100 BD-20L;01/04/2024;4;2024;1880;4;470;22;0,18182;1818;19090;20000;1,16667;1,60208
1079;83964Q;LUBRAX HYDRA XP 100 BD-20L;01/05/2024;5;2024;0;0;0;22;0,00000;0;0;0;1,16667;1,60208
1079;83964Q;LUBRAX HYDRA XP 100 BD-20L;01/06/2024;6;2024;545;1;544;20;0,05000;500;0;0;1,16667;1,60208
1080;83965R;LUBRAX HYDRA XP 32 BD-20L;01/01/2024;1;2024;1654;4;413;22;0,18182;1818;0;0;17,16667;12,90607
1080;83965R;LUBRAX HYDRA XP 32 BD-20L;01/02/2024;2;2024;2640;6;440;19;0,31579;3157;17368;15000;17,16667;12,90607
1080;83965R;LUBRAX HYDRA XP 32 BD-20L;01/03/2024;3;2024;10616;24;442;21;1,14286;11428;36190;40000;17,16667;12,90607
1080;83965R;LUBRAX HYDRA XP 32 BD-20L;01/04/2024;4;2024;6219;14;444;22;0,63636;6363;5568;5833;17,16667;12,90607
1080;83965R;LUBRAX HYDRA XP 32 BD-20L;01/05/2024;5;2024;18423;39;472;22;1,77273;17727;27857;27857;17,16667;12,90607
1080;83965R;LUBRAX HYDRA XP 32 BD-20L;01/06/2024;6;2024;8187;16;511;20;0,80000;8000;4512;4102;17,16667;12,90607
1081;83966S;LUBRAX GL-5 SAE 90 TB-200L;01/01/2024;1;2024;4380;1;4380;22;0,04545;454;0;0;1,50000;0,83666
1081;83966S;LUBRAX GL-5 SAE 90 TB-200L;01/02/2024;2;2024;4629;1;4628;19;0,05263;526;11578;10000;1,50000;0,83666
1081;83966S;LUBRAX GL-5 SAE 90 TB-200L;01/03/2024;3;2024;13542;3;4514;21;0,14286;1428;27142;30000;1,50000;0,83666
1081;83966S;LUBRAX GL-5 SAE 90 TB-200L;01/04/2024;4;2024;8400;2;4200;22;0,09091;909;6363;6666;1,50000;0,83666
1081;83966S;LUBRAX GL-5 SAE 90 TB-200L;01/05/2024;5;2024;4394;1;4393;22;0,04545;454;5000;5000;1,50000;0,83666
1081;83966S;LUBRAX GL-5 SAE 90 TB-200L;01/06/2024;6;2024;4394;1;4393;20;0,05000;500;11000;10000;1,50000;0,83666
1082;83969V;LUBRAX GEAR 460 BD-20L;01/01/2024;1;2024;10329;16;645;22;0,72727;7272;0;0;12,66667;5,04645
1082;83969V;LUBRAX GEAR 460 BD-20L;01/02/2024;2;2024;4661;8;582;19;0,42105;4210;5789;5000;12,66667;5,04645
1082;83969V;LUBRAX GEAR 460 BD-20L;01/03/2024;3;2024;8945;15;596;21;0,71429;7142;16964;18750;12,66667;5,04645
1082;83969V;LUBRAX GEAR 460 BD-20L;01/04/2024;4;2024;5727;9;636;22;0,40909;4090;5727;6000;12,66667;5,04645
1082;83969V;LUBRAX GEAR 460 BD-20L;01/05/2024;5;2024;5168;8;646;22;0,36364;3636;8888;8888;12,66667;5,04645
1082;83969V;LUBRAX GEAR 460 BD-20L;01/06/2024;6;2024;12700;20;635;20;1,00000;10000;27500;25000;12,66667;5,04645
1083;85522N;LUBRAX SUPERA 5W40 SINTETICO TB-200L;01/01/2024;1;2024;0;0;0;22;0,00000;0;0;0;0,00000;0,00000
1083;85522N;LUBRAX SUPERA 5W40 SINTETICO TB-200L;01/02/2024;2;2024;0;0;0;19;0,00000;0;0;0;0,00000;0,00000
1083;85522N;LUBRAX SUPERA 5W40 SINTETICO TB-200L;01/03/2024;3;2024;0;0;0;21;0,00000;0;0;0;0,00000;0,00000
1083;85522N;LUBRAX SUPERA 5W40 SINTETICO TB-200L;01/04/2024;4;2024;0;0;0;22;0,00000;0;0;0;0,00000;0,00000
1083;85522N;LUBRAX SUPERA 5W40 SINTETICO TB-200L;01/05/2024;5;2024;0;0;0;22;0,00000;0;0;0;0,00000;0,00000
1083;85522N;LUBRAX SUPERA 5W40 SINTETICO TB-200L;01/06/2024;6;2024;0;0;0;20;0,00000;0;0;0;0,00000;0,00000
1084;85523O;LUBRAX TECNO 10W40 SN500-ML;01/01/2024;1;2024;1112;2;556;22;0,09091;909;0;0;5,00000;3,68782
1084;85523O;LUBRAX TECNO 10W40 SN500-ML;01/02/2024;2;2024;3837;7;548;19;0,36842;3684;40526;35000;5,00000;3,68782
1084;85523O;LUBRAX TECNO 10W40 SN500-ML;01/03/2024;3;2024;3449;6;574;21;0,28571;2857;7755;8571;5,00000;3,68782
1084;85523O;LUBRAX TECNO 10W40 SN500-ML;01/04/2024;4;2024;6243;11;567;22;0,50000;5000;17500;18333;5,00000;3,68782
1084;85523O;LUBRAX TECNO 10W40 SN500-ML;01/05/2024;5;2024;1204;2;601;22;0,09091;909;1818;1818;5,00000;3,68782
1084;85523O;LUBRAX TECNO 10W40 SN500-ML;01/06/2024;6;2024;1138;2;568;20;0,10000;1000;11000;10000;5,00000;3,68782
1085;85524P;LUBRAX TECNO 10W40 SN SEMI 1-LITRO;01/01/2024;1;2024;98371;159;618;22;7,22727;72272;0;0;138,16667;21,23598
1085;85524P;LUBRAX TECNO 10W40 SN SEMI 1-LITRO;01/02/2024;2;2024;76891;127;605;19;6,68421;66842;9248;7987;138,16667;21,23598
1085;85524P;LUBRAX TECNO 10W40 SN SEMI 1-LITRO;01/03/2024;3;2024;58537;103;568;21;4,90476;49047;7337;8110;138,16667;21,23598
1085;85524P;LUBRAX TECNO 10W40 SN SEMI 1-LITRO;01/04/2024;4;2024;80419;146;550;22;6,63636;66363;13530;14174;138,16667;21,23598
1085;85524P;LUBRAX TECNO 10W40 SN SEMI 1-LITRO;01/05/2024;5;2024;82999;158;525;22;7,18182;71818;10821;10821;138,16667;21,23598
1085;85524P;LUBRAX TECNO 10W40 SN SEMI 1-LITRO;01/06/2024;6;2024;70987;136;521;20;6,80000;68000;9468;8607;138,16667;21,23598
1086;85525Q;LUBRAX TECNO 10W40 SN3-LITROS;01/01/2024;1;2024;5268;11;478;22;0,50000;5000;0;0;15,00000;5,21536
1086;85525Q;LUBRAX TECNO 10W40 SN3-LITROS;01/02/2024;2;2024;10808;22;491;19;1,15789;11578;23157;20000;15,00000;5,21536
1086;85525Q;LUBRAX TECNO 10W40 SN3-LITROS;01/03/2024;3;2024;9015;18;500;21;0,85714;8571;7402;8181;15,00000;5,21536
1086;85525Q;LUBRAX TECNO 10W40 SN3-LITROS;01/04/2024;4;2024;3918;8;489;22;0,36364;3636;4242;4444;15,00000;5,21536
1086;85525Q;LUBRAX TECNO 10W40 SN3-LITROS;01/05/2024;5;2024;8802;18;489;22;0,81818;8181;22500;22500;15,00000;5,21536
1086;85525Q;LUBRAX TECNO 10W40 SN3-LITROS;01/06/2024;6;2024;6480;13;498;20;0,65000;6500;7944;7222;15,00000;5,21536
1087;85526R;LUBRAX TECNO 10W40 SN TB-200L;01/01/2024;1;2024;4909;1;4908;22;0,04545;454;0;0;0,66667;0,51640
1087;85526R;LUBRAX TECNO 10W40 SN TB-200L;01/02/2024;2;2024;4763;1;4762;19;0,05263;526;11578;10000;0,66667;0,51640
1087;85526R;LUBRAX TECNO 10W40 SN TB-200L;01/03/2024;3;2024;4429;1;4429;21;0,04762;476;9047;10000;0,66667;0,51640
1087;85526R;LUBRAX TECNO 10W40 SN TB-200L;01/04/2024;4;2024;0;0;0;22;0,00000;0;0;0;0,66667;0,51640
1087;85526R;LUBRAX TECNO 10W40 SN TB-200L;01/05/2024;5;2024;0;0;0;22;0,00000;0;0;0;0,66667;0,51640
1087;85526R;LUBRAX TECNO 10W40 SN TB-200L;01/06/2024;6;2024;4429;1;4429;20;0,05000;500;0;0;0,66667;0,51640
1088;85529U;LUBRAX TECNO MOTO 10W40 SL1-LITRO;01/01/2024;1;2024;0;0;0;22;0,00000;0;0;0;0,00000;0,00000
1088;85529U;LUBRAX TECNO MOTO 10W40 SL1-LITRO;01/02/2024;2;2024;0;0;0;19;0,00000;0;0;0;0,00000;0,00000
1088;85529U;LUBRAX TECNO MOTO 10W40 SL1-LITRO;01/03/2024;3;2024;0;0;0;21;0,00000;0;0;0;0,00000;0,00000
1088;85529U;LUBRAX TECNO MOTO 10W40 SL1-LITRO;01/04/2024;4;2024;0;0;0;22;0,00000;0;0;0;0,00000;0,00000
1088;85529U;LUBRAX TECNO MOTO 10W40 SL1-LITRO;01/05/2024;5;2024;0;0;0;22;0,00000;0;0;0;0,00000;0,00000
1088;85529U;LUBRAX TECNO MOTO 10W40 SL1-LITRO;01/06/2024;6;2024;0;0;0;20;0,00000;0;0;0;0,00000;0,00000
1089;85538D;LUBRAX TOP TURBO 15W40 CI-4 TB-1000L;01/01/2024;1;2024;0;0;0;22;0,00000;0;0;0;0,16667;0,40825
1089;85538D;LUBRAX TOP TURBO 15W40 CI-4 TB-1000L;01/02/2024;2;2024;0;0;0;19;0,00000;0;0;0;0,16667;0,40825
1089;85538D;LUBRAX TOP TURBO 15W40 CI-4 TB-1000L;01/03/2024;3;2024;0;0;0;21;0,00000;0;0;0;0,16667;0,40825
1089;85538D;LUBRAX TOP TURBO 15W40 CI-4 TB-1000L;01/04/2024;4;2024;20100;1;20100;22;0,04545;454;0;0;0,16667;0,40825
1089;85538D;LUBRAX TOP TURBO 15W40 CI-4 TB-1000L;01/05/2024;5;2024;0;0;0;22;0,00000;0;0;0;0,16667;0,40825
1089;85538D;LUBRAX TOP TURBO 15W40 CI-4 TB-1000L;01/06/2024;6;2024;0;0;0;20;0,00000;0;0;0;0,16667;0,40825
1090;85545K;LUBRAXGEARPAO150BD-20L;01/01/2024;1;2024;0;0;0;22;0,00000;0;0;0;0,00000;0,00000
1090;85545K;LUBRAXGEARPAO150BD-20L;01/02/2024;2;2024;0;0;0;19;0,00000;0;0;0;0,00000;0,00000
1090;85545K;LUBRAXGEARPAO150BD-20L;01/03/2024;3;2024;0;0;0;21;0,00000;0;0;0;0,00000;0,00000
1090;85545K;LUBRAXGEARPAO150BD-20L;01/04/2024;4;2024;0;0;0;22;0,00000;0;0;0;0,00000;0,00000
1090;85545K;LUBRAXGEARPAO150BD-20L;01/05/2024;5;2024;0;0;0;22;0,00000;0;0;0;0,00000;0,00000
1090;85545K;LUBRAXGEARPAO150BD-20L;01/06/2024;6;2024;0;0;0;20;0,00000;0;0;0;0,00000;0,00000
1091;137044L;LUBRAX UTILE OT 68 TB-200L;01/01/2024;1;2024;64036;15;4269;22;0,68182;6818;0;0;3,33333;6,05530
1091;137044L;LUBRAX UTILE OT 68 TB-200L;01/02/2024;2;2024;0;0;0;19;0,00000;0;0;0;3,33333;6,05530
1091;137044L;LUBRAX UTILE OT 68 TB-200L;01/03/2024;3;2024;20555;5;4111;21;0,23810;2380;0;0;3,33333;6,05530
1091;137044L;LUBRAX UTILE OT 68 TB-200L;01/04/2024;4;2024;0;0;0;22;0,00000;0;0;0;3,33333;6,05530
1091;137044L;LUBRAX UTILE OT 68 TB-200L;01/05/2024;5;2024;0;0;0;22;0,00000;0;0;0;3,33333;6,05530
1091;137044L;LUBRAX UTILE OT 68 TB-200L;01/06/2024;6;2024;0;0;0;20;0,00000;0;0;0;3,33333;6,05530
1092;137205Q;LUBRAX GL-5 85W140 TB-200L;01/01/2024;1;2024;53654;12;4471;22;0,54545;5454;0;0;10,00000;4,04969
1092;137205Q;LUBRAX GL-5 85W140 TB-200L;01/02/2024;2;2024;57919;13;4455;19;0,68421;6842;12543;10833;10,00000;4,04969
1092;137205Q;LUBRAX GL-5 85W140 TB-200L;01/03/2024;3;2024;14138;3;4712;21;0,14286;1428;2087;2307;10,00000;4,04969
1092;137205Q;LUBRAX GL-5 85W140 TB-200L;01/04/2024;4;2024;44738;10;4473;22;0,45455;4545;31818;33333;10,00000;4,04969
1092;137205Q;LUBRAX GL-5 85W140 TB-200L;01/05/2024;5;2024;57525;14;4108;22;0,63636;6363;14000;14000;10,00000;4,04969
1092;137205Q;LUBRAX GL-5 85W140 TB-200L;01/06/2024;6;2024;34115;8;4264;20;0,40000;4000;6285;5714;10,00000;4,04969
1093;138761M;LUBRAX GEAR 150BD-20L;01/01/2024;1;2024;570;1;569;22;0,04545;454;0;0;2,00000;1,26491
1093;138761M;LUBRAX GEAR 150BD-20L;01/02/2024;2;2024;2036;4;508;19;0,21053;2105;46315;40000;2,00000;1,26491
1093;138761M;LUBRAX GEAR 150BD-20L;01/03/2024;3;2024;526;1;526;21;0,04762;476;2261;2500;2,00000;1,26491
1093;138761M;LUBRAX GEAR 150BD-20L;01/04/2024;4;2024;1076;2;538;22;0,09091;909;19090;20000;2,00000;1,26491
1093;138761M;LUBRAX GEAR 150BD-20L;01/05/2024;5;2024;1668;3;556;22;0,13636;1363;15000;15000;2,00000;1,26491
1093;138761M;LUBRAX GEAR 150BD-20L;01/06/2024;6;2024;588;1;588;20;0,05000;500;3666;3333;2,00000;1,26491
1094;138762N;LUBRAX GEAR 100BD-20L;01/01/2024;1;2024;0;0;0;22;0,00000;0;0;0;0,00000;0,00000
1094;138762N;LUBRAX GEAR 100BD-20L;01/02/2024;2;2024;0;0;0;19;0,00000;0;0;0;0,00000;0,00000
1094;138762N;LUBRAX GEAR 100BD-20L;01/03/2024;3;2024;0;0;0;21;0,00000;0;0;0;0,00000;0,00000
1094;138762N;LUBRAX GEAR 100BD-20L;01/04/2024;4;2024;0;0;0;22;0,00000;0;0;0;0,00000;0,00000
1094;138762N;LUBRAX GEAR 100BD-20L;01/05/2024;5;2024;0;0;0;22;0,00000;0;0;0;0,00000;0,00000
1094;138762N;LUBRAX GEAR 100BD-20L;01/06/2024;6;2024;0;0;0;20;0,00000;0;0;0;0,00000;0,00000
1095;138954X;LUBRAX HYDRA XP 68 TB-200L;01/01/2024;1;2024;26142;6;4356;22;0,27273;2727;0;0;1,33333;2,42212
1095;138954X;LUBRAX HYDRA XP 68 TB-200L;01/02/2024;2;2024;0;0;0;19;0,00000;0;0;0;1,33333;2,42212
1095;138954X;LUBRAX HYDRA XP 68 TB-200L;01/03/2024;3;2024;0;0;0;21;0,00000;0;0;0;1,33333;2,42212
1095;138954X;LUBRAX HYDRA XP 68 TB-200L;01/04/2024;4;2024;0;0;0;22;0,00000;0;0;0;1,33333;2,42212
1095;138954X;LUBRAX HYDRA XP 68 TB-200L;01/05/2024;5;2024;8850;2;4425;22;0,09091;909;0;0;1,33333;2,42212
1095;138954X;LUBRAX HYDRA XP 68 TB-200L;01/06/2024;6;2024;0;0;0;20;0,00000;0;0;0;1,33333;2,42212
1096;139016H;LUBRAX HYDRA XP 46TB-200L;01/01/2024;1;2024;0;0;0;22;0,00000;0;0;0;0,33333;0,51640
1096;139016H;LUBRAX HYDRA XP 46TB-200L;01/02/2024;2;2024;0;0;0;19;0,00000;0;0;0;0,33333;0,51640
1096;139016H;LUBRAX HYDRA XP 46TB-200L;01/03/2024;3;2024;4000;1;4000;21;0,04762;476;0;0;0,33333;0,51640
1096;139016H;LUBRAX HYDRA XP 46TB-200L;01/04/2024;4;2024;4211;1;4210;22;0,04545;454;9545;10000;0,33333;0,51640
1096;139016H;LUBRAX HYDRA XP 46TB-200L;01/05/2024;5;2024;0;0;0;22;0,00000;0;0;0;0,33333;0,51640
1096;139016H;LUBRAX HYDRA XP 46TB-200L;01/06/2024;6;2024;0;0;0;20;0,00000;0;0;0;0,33333;0,51640
1097;140444F;LUBRAX GRAXA CALCIUN GR1 BD-20KG;01/01/2024;1;2024;0;0;0;22;0,00000;0;0;0;1,00000;2,44949
1097;140444F;LUBRAX GRAXA CALCIUN GR1 BD-20KG;01/02/2024;2;2024;0;0;0;19;0,00000;0;0;0;1,00000;2,44949
1097;140444F;LUBRAX GRAXA CALCIUN GR1 BD-20KG;01/03/2024;3;2024;0;0;0;21;0,00000;0;0;0;1,00000;2,44949
1097;140444F;LUBRAX GRAXA CALCIUN GR1 BD-20KG;01/04/2024;4;2024;0;0;0;22;0,00000;0;0;0;1,00000;2,44949
1097;140444F;LUBRAX GRAXA CALCIUN GR1 BD-20KG;01/05/2024;5;2024;0;0;0;22;0,00000;0;0;0;1,00000;2,44949
1097;140444F;LUBRAX GRAXA CALCIUN GR1 BD-20KG;01/06/2024;6;2024;2810;6;468;20;0,30000;3000;0;0;1,00000;2,44949
1098;141245A;LUBRAX INDICC 4T 10W30 SL SEMI 1-LITRO;01/01/2024;1;2024;0;0;0;22;0,00000;0;0;0;0,00000;0,00000
1098;141245A;LUBRAX INDICC 4T 10W30 SL SEMI 1-LITRO;01/02/2024;2;2024;0;0;0;19;0,00000;0;0;0;0,00000;0,00000
1098;141245A;LUBRAX INDICC 4T 10W30 SL SEMI 1-LITRO;01/03/2024;3;2024;0;0;0;21;0,00000;0;0;0;0,00000;0,00000
1098;141245A;LUBRAX INDICC 4T 10W30 SL SEMI 1-LITRO;01/04/2024;4;2024;0;0;0;22;0,00000;0;0;0;0,00000;0,00000
1098;141245A;LUBRAX INDICC 4T 10W30 SL SEMI 1-LITRO;01/05/2024;5;2024;0;0;0;22;0,00000;0;0;0;0,00000;0,00000
1098;141245A;LUBRAX INDICC 4T 10W30 SL SEMI 1-LITRO;01/06/2024;6;2024;0;0;0;20;0,00000;0;0;0;0,00000;0,00000
1099;141593K;LUBRAX HYDRA XP 683-LITROS;01/01/2024;1;2024;0;0;0;22;0,00000;0;0;0;0,50000;0,54772
1099;141593K;LUBRAX HYDRA XP 683-LITROS;01/02/2024;2;2024;0;0;0;19;0,00000;0;0;0;0,50000;0,54772
1099;141593K;LUBRAX HYDRA XP 683-LITROS;01/03/2024;3;2024;0;0;0;21;0,00000;0;0;0;0,50000;0,54772
1099;141593K;LUBRAX HYDRA XP 683-LITROS;01/04/2024;4;2024;437;1;436;22;0,04545;454;0;0;0,50000;0,54772
1099;141593K;LUBRAX HYDRA XP 683-LITROS;01/05/2024;5;2024;464;1;464;22;0,04545;454;10000;10000;0,50000;0,54772
1099;141593K;LUBRAX HYDRA XP 683-LITROS;01/06/2024;6;2024;498;1;497;20;0,05000;500;11000;10000;0,50000;0,54772
1100;141630V;LUBRAX ESSENCIAL 10W30 SM 1-LITRO;01/01/2024;1;2024;0;0;0;22;0,00000;0;0;0;0,00000;0,00000
1100;141630V;LUBRAX ESSENCIAL 10W30 SM 1-LITRO;01/02/2024;2;2024;0;0;0;19;0,00000;0;0;0;0,00000;0,00000
1100;141630V;LUBRAX ESSENCIAL 10W30 SM 1-LITRO;01/03/2024;3;2024;0;0;0;21;0,00000;0;0;0;0,00000;0,00000
1100;141630V;LUBRAX ESSENCIAL 10W30 SM 1-LITRO;01/04/2024;4;2024;0;0;0;22;0,00000;0;0;0;0,00000;0,00000
1100;141630V;LUBRAX ESSENCIAL 10W30 SM 1-LITRO;01/05/2024;5;2024;0;0;0;22;0,00000;0;0;0;0,00000;0,00000
1100;141630V;LUBRAX ESSENCIAL 10W30 SM 1-LITRO;01/06/2024;6;2024;0;0;0;20;0,00000;0;0;0;0,00000;0,00000
1101;147260J;LUBRAX GL-5 LS 80W90 BD-20L;01/01/2024;1;2024;0;0;0;22;0,00000;0;0;0;1,83333;2,40139
1101;147260J;LUBRAX GL-5 LS 80W90 BD-20L;01/02/2024;2;2024;2318;2;1159;19;0,10526;1052;0;0;1,83333;2,40139
1101;147260J;LUBRAX GL-5 LS 80W90 BD-20L;01/03/2024;3;2024;0;0;0;21;0,00000;0;0;0;1,83333;2,40139
1101;147260J;LUBRAX GL-5 LS 80W90 BD-20L;01/04/2024;4;2024;3481;3;1160;22;0,13636;1363;0;0;1,83333;2,40139
1101;147260J;LUBRAX GL-5 LS 80W90 BD-20L;01/05/2024;5;2024;7312;6;1218;22;0,27273;2727;20000;20000;1,83333;2,40139
1101;147260J;LUBRAX GL-5 LS 80W90 BD-20L;01/06/2024;6;2024;0;0;0;20;0,00000;0;0;0;1,83333;2,40139
1102;147262L;LUBRAX GL-5 LS 85W140 BD-20L;01/01/2024;1;2024;2371;2;1185;22;0,09091;909;0;0;1,33333;1,50555
1102;147262L;LUBRAX GL-5 LS 85W140 BD-20L;01/02/2024;2;2024;0;0;0;19;0,00000;0;0;0;1,33333;1,50555
1102;147262L;LUBRAX GL-5 LS 85W140 BD-20L;01/03/2024;3;2024;0;0;0;21;0,00000;0;0;0;1,33333;1,50555
1102;147262L;LUBRAX GL-5 LS 85W140 BD-20L;01/04/2024;4;2024;4803;4;1200;22;0,18182;1818;0;0;1,33333;1,50555
1102;147262L;LUBRAX GL-5 LS 85W140 BD-20L;01/05/2024;5;2024;1150;1;1149;22;0,04545;454;2500;2500;1,33333;1,50555
1102;147262L;LUBRAX GL-5 LS 85W140 BD-20L;01/06/2024;6;2024;1150;1;1149;20;0,05000;500;11000;10000;1,33333;1,50555
1103;149686R;LUBRAX ESSENCIAL 40 SJ 500-ML;01/01/2024;1;2024;0;0;0;22;0,00000;0;0;0;0,00000;0,00000
1103;149686R;LUBRAX ESSENCIAL 40 SJ 500-ML;01/02/2024;2;2024;0;0;0;19;0,00000;0;0;0;0,00000;0,00000
1103;149686R;LUBRAX ESSENCIAL 40 SJ 500-ML;01/03/2024;3;2024;0;0;0;21;0,00000;0;0;0;0,00000;0,00000
1103;149686R;LUBRAX ESSENCIAL 40 SJ 500-ML;01/04/2024;4;2024;0;0;0;22;0,00000;0;0;0;0,00000;0,00000
1103;149686R;LUBRAX ESSENCIAL 40 SJ 500-ML;01/05/2024;5;2024;0;0;0;22;0,00000;0;0;0;0,00000;0,00000
1103;149686R;LUBRAX ESSENCIAL 40 SJ 500-ML;01/06/2024;6;2024;0;0;0;20;0,00000;0;0;0;0,00000;0,00000
1104;149976V;LUBRAX FEROCES 4T 15W50 SN 1-LITRO;01/01/2024;1;2024;0;0;0;22;0,00000;0;0;0;0,00000;0,00000
1104;149976V;LUBRAX FEROCES 4T 15W50 SN 1-LITRO;01/02/2024;2;2024;0;0;0;19;0,00000;0;0;0;0,00000;0,00000
1104;149976V;LUBRAX FEROCES 4T 15W50 SN 1-LITRO;01/03/2024;3;2024;0;0;0;21;0,00000;0;0;0;0,00000;0,00000
1104;149976V;LUBRAX FEROCES 4T 15W50 SN 1-LITRO;01/04/2024;4;2024;0;0;0;22;0,00000;0;0;0;0,00000;0,00000
1104;149976V;LUBRAX FEROCES 4T 15W50 SN 1-LITRO;01/05/2024;5;2024;0;0;0;22;0,00000;0;0;0;0,00000;0,00000
1104;149976V;LUBRAX FEROCES 4T 15W50 SN 1-LITRO;01/06/2024;6;2024;0;0;0;20;0,00000;0;0;0;0,00000;0,00000
1105;149978X;LUBRAX GRAXA LITH 2 BD-20KG;01/01/2024;1;2024;0;0;0;22;0,00000;0;0;0;0,00000;0,00000
1105;149978X;LUBRAX GRAXA LITH 2 BD-20KG;01/02/2024;2;2024;0;0;0;19;0,00000;0;0;0;0,00000;0,00000
