product_id;product;description;date_period;mes;ano;cost_real;qtd_real;cost_unit
1269;490605Y;TOP TURBO PRO SEMI-S CK-4 15W40 3-LITROS;01/01/2024;1;2024;0;0;0
1270;490606Z;TOP TURBO PRO CK-4/CJ-4 E9 15W40 BD-20L;01/01/2024;1;2024;1678,2;3;559
1271;490607A;TOP TURBO PRO SEMI-S CK-4 15W40 TB-200L;01/01/2024;1;2024;0;0;0
1272;490609C;TOP TURBO PRO SINT CI-4 E6 10W40 BD-20L;01/01/2024;1;2024;62904,95;116;542
1273;490610D;TOP TURBO PRO SINT CI-4 E6 10W40 TB1000L;01/01/2024;1;2024;0;0;0
1274;490611E;TOP TURBO PRO SINT CI-4 E6 10W40 1-LITRO;01/01/2024;1;2024;4486,97;5;897
1275;490612F;TOP TURBO PRO S CI-4 E6 10W40 3-LITROS;01/01/2024;1;2024;5348,48;9;594
1276;490613G;TOP TURBO PRO SINT CI-4 E6 10W40 TB-200L;01/01/2024;1;2024;11700;2;5850
1277;492050N;LUBRAX CLAY ADS 2 BD-20 KG;01/01/2024;1;2024;0;0;0
1278;494271Y;LUBRAX TOP TURBO PRO 10W30 3-LITROS;01/01/2024;1;2024;0;0;0
1279;494272Z;LUBRAX TOP TURBO PRO 10W30 BD-20L;01/01/2024;1;2024;20252,55;39;519
1280;494275C;LUBRAX TOP TURBO PRO 10W30 TB-200L;01/01/2024;1;2024;0;0;0
1281;499693M;LUBRAX UNITRACTOR ESSENCIAL 80W BD-20L;01/01/2024;1;2024;4090;10;409
1282;499694N;LUBRAX UNITRACTOR ESSENCIAL 80W TB-200L;01/01/2024;1;2024;0;0;0
1283;499696P;LUBRAX UNITRACTOR 20W30 GL-4 BD-20L;01/01/2024;1;2024;33061,24;76;435
1284;499697Q;LUBRAX UNITRACTOR 20W-30 TB-200L;01/01/2024;1;2024;0;0;0
1285;499699S;LUBRAX UNITRACTOR 10W30 BD-20L;01/01/2024;1;2024;249133,58;566;440
1286;499701U;LUBRAX TOP TURBO AVANTE 10W40 BD-20L;01/01/2024;1;2024;23266,64;29;802
1287;500543E;LUBRAX TOP TURBO AVANTE 10W40 1-LITRO;01/01/2024;1;2024;6227,95;6;1037
1288;500658P;LUBRAX TOP TURBO AVANTE 10W40 3-LITRO;01/01/2024;1;2024;9498,01;11;863
1289;501698P;LUBRAX SUPERA PREMIUM 0W20 1-LITRO;01/01/2024;1;2024;5563,84;13;427
1290;501700R;LUBRAX SUPERA PREMIUM 5W30 1-LITRO;01/01/2024;1;2024;2763,19;6;460
1291;502409Y;LUBRAX GL-5 SAE 140 1-LITRO;01/01/2024;1;2024;1323,18;2;661
1292;504421I;LUBRAX SUPERA FLEX 0W20 1-LITRO;01/01/2024;1;2024;0;0;0
1293;504427O;LUBRAX SUPERA FLEX 5W30 1-LITRO;01/01/2024;1;2024;0;0;0
1294;504599E;LUBRAX GRANS TAC 4 10W LUBRAX BD-20L;01/01/2024;1;2024;0;0;0
1295;505894Z;LUBRAX OB 9 TB-200L;01/01/2024;1;2024;0;0;0
1296;506165K;LUBRAX GRAXA LITH EP 0 BD-20L;01/01/2024;1;2024;0;0;0
1001;67212Q;LUBRAX ESSENCIAL SL 15W40 1-LITRO;01/02/2024;2;2024;0;0;0
1002;67213R;LUBRAX SUPERA 5W40 SN 1-LITRO SINTETICO;01/02/2024;2;2024;0;0;0
1003;67215T;ESSENCIAL ALTA ROD. 25W50 SL 1-LITRO;01/02/2024;2;2024;11046,49;16;690
1004;67216U;LUBRAX TOP TURBO 15W40 CI-41-LITRO;01/02/2024;2;2024;81467,2;135;603
1005;67218W;LUBRAX TECNO 15W40 SN SEMITB-200L;01/02/2024;2;2024;0;0;0
1006;67219X;LUBRAX TECNO 15W40 SN SEMI3-LITROS;01/02/2024;2;2024;42024,32;93;451
1007;67220Y;LUBRAX TECNO 15W40 SN SEMISINT. 500-ML;01/02/2024;2;2024;12730,88;22;578
1008;67221Z;LUBRAX TECNO 15W40 SN SEMI 1-LITRO;01/02/2024;2;2024;168746,23;280;602
1009;67223B;LUBRAX ESSENCIAL 15W40 SL3-LITROS;01/02/2024;2;2024;0;0;0
1010;67224C;LUBRAX ESSENCIAL 15W40 SL500-ML;01/02/2024;2;2024;0;0;0
1011;67228G;ESSENCIA ALTA ROD. 25W503-LITROS;01/02/2024;2;2024;1950,68;4;487
1012;67229H;ESSENCIAL ALTA ROD. 25W50500-ML;01/02/2024;2;2024;1272,55;2;636
1013;67230I;LUBRAX TOP TURBO 15W40 CI-4 SL BD-20L;01/02/2024;2;2024;554618,9;1487;372
1014;67231J;LUBRAX TOP TURBO 15W40 CI-4 TB-200L;01/02/2024;2;2024;11135;3;3711
1015;67233L;LUBRAX ATF TIPO A OH50 1-LITRO;01/02/2024;2;2024;79133,98;119;664
1016;67234M;LUBRAX ATF TIPO A OH50500-ML;01/02/2024;2;2024;36759,6;54;680
1017;67235N;LUBRAX ATF TIPO A OH50 BD-20L;01/02/2024;2;2024;21904,65;42;521
1018;67237P;LUBRAX ATF TDX DEXRON III OH49 500-ML;01/02/2024;2;2024;2884,89;4;721
1019;67238Q;LUBRAX ATF TDX OH49 BD-20L DEXRON III;01/02/2024;2;2024;4097,49;7;585
1020;67240S;LUBRAX ATF TDX OH49 TB-200L;01/02/2024;2;2024;0;0;0
1021;67242U;LUBRAX TURBINA 150BD-20L;01/02/2024;2;2024;0;0;0
1022;67257J;LUBRAX ESSENCIAL 2T API TC 500-ML;01/02/2024;2;2024;179224,14;323;554
1023;67369R;LUBRAX GRAXA AUTOLITH-2 1-KG;01/02/2024;2;2024;5313,36;5;1062
1024;67370S;LUBRAX GRAXA AUTOLITH 2500-GR;01/02/2024;2;2024;2443,24;3;814
1025;67371T;LUBRAX GRAXA AUTOLITH 2 BD-10KG;01/02/2024;2;2024;18694,31;53;352
1026;67372U;LUBRAX GRAXA AUTOLITH 2BD-20KG;01/02/2024;2;2024;24705,2;36;686
1027;67373V;LUBRAX GRAXA AUTOLITH 2 TB-170KG;01/02/2024;2;2024;15910,01;3;5303
1028;67374W;LUBRAX GRAXA CHASSIS 2BD-20KG;01/02/2024;2;2024;11996,47;27;444
1029;67375X;LUBRAX GRAXA CHASSIS 2 TB-170KG;01/02/2024;2;2024;7061,47;2;3530
1030;67475T;LUBRAX GL-5 SAE 901-LITRO;01/02/2024;2;2024;85596,68;147;582
1031;67476U;LUBRAX GL-5 SAE 80W90 1-LITRO;01/02/2024;2;2024;25612,6;41;624
1032;67477V;LUBRAX GL-5 SAE 85W140 1-LITRO;01/02/2024;2;2024;51430,01;82;627
1033;67478W;LUBRAX GL-5 SAE 85W140 BD-20L;01/02/2024;2;2024;397844,03;847;469
1034;67479X;LUBRAX TRM-4 GL-4 901-LITRO;01/02/2024;2;2024;659;1;659
1035;67480Y;LUBRAX TRM-4 GL-4 90 BD-20L;01/02/2024;2;2024;0;0;0
1036;67481Z;LUBRAX TRM-5 SAE GL-5 1401-LITRO;01/02/2024;2;2024;18709,67;23;813
1037;67482A;LUBRAX TRM-5 GL-5 901-LITRO;01/02/2024;2;2024;1425,94;2;712
1038;67484C;LUBRAX HYDRA 68 BD-20L;01/02/2024;2;2024;0;0;0
1039;67553T;LUBRAX VALORA 5W30 SN1-LITRO;01/02/2024;2;2024;0;0;0
1040;67557X;LUBRAX ESSENCIAL 4T SL 20W50 1-LITRO;01/02/2024;2;2024;0;0;0
1041;67558Y;LUBRAX ESSENCIAL 2T FC 500-ML;01/02/2024;2;2024;3578,13;4;894
1042;67559Z;LUBRAX AVANTE 10W40 CI4 SINTENT 1-LITRO;01/02/2024;2;2024;0;0;0
1043;67561B;LUBRAX AVANTE 10W40 CI4 SINTETICO BD-20L;01/02/2024;2;2024;0;0;0
1044;67597L;LUBRAX GL-5 SAE 140 BD-20L;01/02/2024;2;2024;69487,97;144;482
1045;67598M;LUBRAX TRM-5 GL-5 85W140 BD-20L;01/02/2024;2;2024;3269,4;5;653
1046;67599N;LUBRAX NAUTICA 2T TCW3500-ML;01/02/2024;2;2024;325343,63;347;937
1047;67600O;LUBRAX GL-5 SAE 80W90 BD-20L;01/02/2024;2;2024;17290,48;36;480
1048;67601P;LUBRAX GL-5 SAE 90 BD-20L;01/02/2024;2;2024;226438,03;516;438
1049;67602Q;LUBRAX TRM-4 GL-4 80W1-LITRO;01/02/2024;2;2024;36767,79;57;645
1050;67603R;LUBRAX TRM-4 GL-4 80W BD-20L;01/02/2024;2;2024;68599,21;146;469
1051;67604S;LUBRAX TRM-5 GL-5 90 BD-20L;01/02/2024;2;2024;0;0;0
1052;67605T;LUBRAX TRM-5 GL-5 140 BD-20L;01/02/2024;2;2024;10287,91;18;571
1053;68520Y;LUBRAX GRANS TAC3 10W BD-20L;01/02/2024;2;2024;36525,31;84;434
1054;68521Z;LUBRAX GRANS TAC330 BD-20L;01/02/2024;2;2024;7908,41;15;527
1055;68989Z;LUBRAX ESSENCIAL 2T FC200-ML;01/02/2024;2;2024;1757,12;2;878
1056;69433B;LUBRAX UNITRACTOR SAE 10W30 BD-20L;01/02/2024;2;2024;1317;3;439
1057;69435D;LUBRAX GRANS THF 20W30 BD-20L;01/02/2024;2;2024;0;0;0
1058;69970S;LUBRAX TURBO VIGOROS 20W50 CH4 BD-20L;01/02/2024;2;2024;99716,37;209;477
1059;69971T;LUBRAX HYDRA XP 68 BD-20L;01/02/2024;2;2024;28677,5;65;441
1060;70405V;LUBRAX ESSENCIAL 2T API TC 200-ML;01/02/2024;2;2024;158769,31;284;559
1061;70741T;LUBRAX HYDRA 68 TB-200L;01/02/2024;2;2024;34801,78;11;3163
1062;70975T;LUBRAX GEAR 220BD-20L;01/02/2024;2;2024;46809,98;85;550
1063;70976U;LUBRAX COMPSOR AC 150 BD-20L;01/02/2024;2;2024;998;2;499
1064;71589J;LUBRAX GEAR 320 BD-20L;01/02/2024;2;2024;18334,54;32;572
1065;71764C;LUBRAX NAUTICA TECNO 1-LITRO;01/02/2024;2;2024;4008,36;5;801
1066;71765D;LUBRAX COMPSOR RF 68BD-20L;01/02/2024;2;2024;28650,65;52;550
1067;71766E;LUBRAX COMPSOR RF 68 TB-200L;01/02/2024;2;2024;5360;1;5360
1068;71767F;LUBRAX COMPSOR AC 46 BD-20L;01/02/2024;2;2024;1540,9;3;513
1069;71768G;LUBRAX GRAXA LITH EP 2BD-20KG;01/02/2024;2;2024;12059,82;18;669
1070;71769H;LUBRAX GRAXA LITH EP 2 TB-170KG;01/02/2024;2;2024;0;0;0
1071;72665A;LUBRAX UTILE PE 38 BD-20L;01/02/2024;2;2024;1183,94;2;591
1072;73467U;LUBRAX AVANTE 10W40 CI-43-LITROS;01/02/2024;2;2024;0;0;0
1073;73469W;LUBRAX GRANS THF 20W303-LITROS;01/02/2024;2;2024;3506,2;7;500
1074;73470X;LUBRAX TOP TURBO 15W40 CI-4 3-LITROS;01/02/2024;2;2024;193937,43;453;428
1075;73472Z;LUBRAX TURBO VIGOROS 20W50 CH4 3-LITROS;01/02/2024;2;2024;19549,47;41;476
1076;75919P;LUBRAX ESSENCIAL 4T 20W50 SL TB-200L;01/02/2024;2;2024;0;0;0
1077;79128S;LUBRAX HYDRA 683-LITROS;01/02/2024;2;2024;9667,19;28;345
1078;83963P;LUBRAX HYDRA XP 46BD-20L;01/02/2024;2;2024;29965,24;63;475
1079;83964Q;LUBRAX HYDRA XP 100 BD-20L;01/02/2024;2;2024;0;0;0
1080;83965R;LUBRAX HYDRA XP 32 BD-20L;01/02/2024;2;2024;2640;6;440
1081;83966S;LUBRAX GL-5 SAE 90 TB-200L;01/02/2024;2;2024;4628,73;1;4628
1082;83969V;LUBRAX GEAR 460 BD-20L;01/02/2024;2;2024;4660,61;8;582
1083;85522N;LUBRAX SUPERA 5W40 SINTETICO TB-200L;01/02/2024;2;2024;0;0;0
1084;85523O;LUBRAX TECNO 10W40 SN500-ML;01/02/2024;2;2024;3837,38;7;548
1085;85524P;LUBRAX TECNO 10W40 SN SEMI 1-LITRO;01/02/2024;2;2024;76891,35;127;605
1086;85525Q;LUBRAX TECNO 10W40 SN3-LITROS;01/02/2024;2;2024;10807,8;22;491
1087;85526R;LUBRAX TECNO 10W40 SN TB-200L;01/02/2024;2;2024;4762,88;1;4762
1088;85529U;LUBRAX TECNO MOTO 10W40 SL1-LITRO;01/02/2024;2;2024;0;0;0
1089;85538D;LUBRAX TOP TURBO 15W40 CI-4 TB-1000L;01/02/2024;2;2024;0;0;0
1090;85545K;LUBRAXGEARPAO150BD-20L;01/02/2024;2;2024;0;0;0
1091;137044L;LUBRAX UTILE OT 68 TB-200L;01/02/2024;2;2024;0;0;0
1092;137205Q;LUBRAX GL-5 85W140 TB-200L;01/02/2024;2;2024;57919;13;4455
1093;138761M;LUBRAX GEAR 150BD-20L;01/02/2024;2;2024;2035,8;4;508
1094;138762N;LUBRAX GEAR 100BD-20L;01/02/2024;2;2024;0;0;0
1095;138954X;LUBRAX HYDRA XP 68 TB-200L;01/02/2024;2;2024;0;0;0
1096;139016H;LUBRAX HYDRA XP 46TB-200L;01/02/2024;2;2024;0;0;0
1097;140444F;LUBRAX GRAXA CALCIUN GR1 BD-20KG;01/02/2024;2;2024;0;0;0
1098;141245A;LUBRAX INDICC 4T 10W30 SL SEMI 1-LITRO;01/02/2024;2;2024;0;0;0
1099;141593K;LUBRAX HYDRA XP 683-LITROS;01/02/2024;2;2024;0;0;0
1100;141630V;LUBRAX ESSENCIAL 10W30 SM 1-LITRO;01/02/2024;2;2024;0;0;0
1101;147260J;LUBRAX GL-5 LS 80W90 BD-20L;01/02/2024;2;2024;2318;2;1159
1102;147262L;LUBRAX GL-5 LS 85W140 BD-20L;01/02/2024;2;2024;0;0;0
1103;149686R;LUBRAX ESSENCIAL 40 SJ 500-ML;01/02/2024;2;2024;0;0;0
1104;149976V;LUBRAX FEROCES 4T 15W50 SN 1-LITRO;01/02/2024;2;2024;0;0;0
1105;149978X;LUBRAX GRAXA LITH 2 BD-20KG;01/02/2024;2;2024;0;0;0
1106;149983C;LUBRAX GRANS TAC 4 30 TB-200L;01/02/2024;2;2024;0;0;0
1107;149985E;LUBRAX GL-5 SAE 250BD-20L;01/02/2024;2;2024;0;0;0
1108;149986F;LUBRAX TRM-5 GL-5 85W140 TB-200L;01/02/2024;2;2024;0;0;0
1109;149988H;LUBRAX TRM-5 GL-5 90 TB-200L;01/02/2024;2;2024;0;0;0
1110;149989I;LUBRAX GRANS TAC3 10W TB-200L;01/02/2024;2;2024;7400;2;3700
1111;149991K;LUBRAX ESSENCIAL 15W40 SL TB-200L;01/02/2024;2;2024;0;0;0
1112;150063E;LUBRAX GL-5 SAE 140 TB-200L;01/02/2024;2;2024;0;0;0
1113;150067I;LUBRAX GOLD 80W90 BD-20L;01/02/2024;2;2024;0;0;0
1114;150068J;LUBRAX GOLD GL-5 85W140 BD-20L;01/02/2024;2;2024;0;0;0
1115;150069K;LUBRAX GOLD GL-5 75W90BD-20L;01/02/2024;2;2024;1399,02;1;1399
1116;150073O;LUBRAX GRAXA CLAY 2 BD-20KG;01/02/2024;2;2024;21258,22;25;850
1117;150074P;LUBRAX GRAXA LITH SM 2BD-20KG;01/02/2024;2;2024;0;0;0
1118;150081W;LUBRAX GEAR 150 TB-200L;01/02/2024;2;2024;5207;1;5207
1119;150082X;LUBRAX GEAR 460 TB-200L;01/02/2024;2;2024;0;0;0
1120;150083Y;LUBRAX GEAR 680 BD-20L;01/02/2024;2;2024;0;0;0
1121;150084Z;LUBRAX GL-5 80W90 TB-200L;01/02/2024;2;2024;4900;1;4900
1122;150086B;LUBRAX TRM-4 GL-4 80W TB-200L;01/02/2024;2;2024;8889;2;4444
1123;150087C;LUBRAX GRANS THF 20W30 TB-200L;01/02/2024;2;2024;0;0;0
1124;150088D;LUBRAX COMPSOR AC 68 BD-20L;01/02/2024;2;2024;469,48;1;469
1125;150090F;LUBRAX COMPSOR AC 100 BD-20L;01/02/2024;2;2024;0;0;0
1126;150092H;LUBRAX GEAR 220 TB-200L;01/02/2024;2;2024;48503,68;9;5389
1127;150093I;LUBRAX GEAR 680 TB-200L;01/02/2024;2;2024;0;0;0
1128;150094J;LUBRAX GL-5 LS SAE 90BD-20L;01/02/2024;2;2024;1015,23;1;1015
1129;150095K;LUBRAX GRAXA LITHPLUS SM 2 BD-20KG;01/02/2024;2;2024;0;0;0
1130;150879O;LUBRAX GRANS HR 10WBD-20L;01/02/2024;2;2024;2344,52;4;586
1131;150880P;LUBRAX GRANS HR 10W TB-200L;01/02/2024;2;2024;0;0;0
1132;152075O;LUBRAX GRAXA LITHPLUS SM 2 TB-170KG;01/02/2024;2;2024;0;0;0
1133;152318X;LUBRAX COMPSOR AC 32 BD-20L;01/02/2024;2;2024;0;0;0
1134;152380H;LUBRAX GOLD XP 75W80 BD-20L;01/02/2024;2;2024;9065,18;6;1510
1135;152550V;LUBRAX GRANS TAC 450 TB-200L;01/02/2024;2;2024;4821;1;4821
1136;153048Z;LUBRAX COMPSOR PG 46 BD-20L;01/02/2024;2;2024;0;0;0
1137;154080R;LUBRAX VALORA 5W30 SN TB-200L;01/02/2024;2;2024;0;0;0
1138;161261W;LUBRAX HYDRA HV 68TB-200L;01/02/2024;2;2024;0;0;0
1139;161264Z;LUBRAX HYDRA HV 68BD-20L;01/02/2024;2;2024;2220;4;555
1140;165167C;LUBRAX TRM 5 HD 40 BD-20L;01/02/2024;2;2024;0;0;0
1141;165513K;LUBRAX GRAXA LITHPLUS HV 2 BD-20KG;01/02/2024;2;2024;4643,55;5;928
1142;165514L;LUBRAX GRAXA ALUMINUM FG 2 BD-10KG;01/02/2024;2;2024;29255,98;6;4875
1143;165515M;LUBRAX GRAXA POLYTEC 2BD-10KG;01/02/2024;2;2024;0;0;0
1144;165516N;LUBRAX GRAXA NEO SC 2BD-20KG;01/02/2024;2;2024;0;0;0
1145;165517O;LUBRAX GRAXA CALCIUM ECO 2 BD-20KG;01/02/2024;2;2024;0;0;0
1146;165518P;LUBRAX TRM 5 HD SAE 30 BD-20L;01/02/2024;2;2024;0;0;0
1147;165520R;LUBRAX UNITRACTOR PREMIUM 10W30 TB-200L;01/02/2024;2;2024;0;0;0
1148;165521S;LUBRAX EXTREMO HD E6-12 5W30 BD-20L;01/02/2024;2;2024;1077,85;1;1077
1149;165731U;LUBRAX ESSENCIAL SL 20W50 1-LITRO;01/02/2024;2;2024;237504,42;497;477
1150;166020X;LUBRAX UNITRACTOR 10W30 MINERAL TB-200L;01/02/2024;2;2024;22541,18;5;4508
1151;166082H;LUBRAX ESSENCIAL 20W50 SL3-LITROS;01/02/2024;2;2024;23783,23;66;360
1152;166229Y;LUBRAX TURBO CH-4 15W401-LITRO;01/02/2024;2;2024;0;0;0
1153;166662P;LUBRAX NAUTICA DIESEL 15W40 BD-20L;01/02/2024;2;2024;0;0;0
1154;166676D;LUBRAX TURBO CH-4 15W403-LITROS;01/02/2024;2;2024;0;0;0
1155;166678F;LUBRAX ESSENCIAL 20W50 SL500-ML;01/02/2024;2;2024;7083,56;16;442
1156;169449U;LUBRAX TURBINA PLUS 68 BD-20L;01/02/2024;2;2024;0;0;0
1157;169450V;LUBRAX HYDRA HV 32BD-20L;01/02/2024;2;2024;0;0;0
1158;169451W;LUBRAX HYDRA HV 46 BD-20L;01/02/2024;2;2024;0;0;0
1159;169452X;LUBRAX GRAXA CALCIUM GR 2BD-20KG;01/02/2024;2;2024;3882,84;7;554
1160;169453Y;LUBRAX GRAXA LITH EP 1 BD-20KG;01/02/2024;2;2024;2265;3;755
1161;169454Z;LUBRAX GRAXA LITH 3 BD-20KG;01/02/2024;2;2024;3486,76;4;871
1162;169456B;LUBRAX GRAXA BETUMEN FLD 250 BD-20KG;01/02/2024;2;2024;559;1;559
1163;169457C;LUBRAX GRAXA BETUMEN FLD 500 BD-20KG;01/02/2024;2;2024;0;0;0
1164;169458D;LUBRAX GRAXA LITHPLUS EP 2 BD-20KG;01/02/2024;2;2024;6393;7;913
1165;169459E;LUBRAX HYDRA XP 150BD-20L;01/02/2024;2;2024;0;0;0
1166;169462H;LUBRAX TURBINA 22TB-200L;01/02/2024;2;2024;0;0;0
1167;169470P;LUBRAX GEAR 68 BD-20L;01/02/2024;2;2024;0;0;0
1168;169471Q;LUBRAX GEAR 68 TB-200L;01/02/2024;2;2024;0;0;0
1169;169473S;LUBRAX GEAR 1000 BD-20L;01/02/2024;2;2024;0;0;0
1170;169474T;LUBRAX UTILE DE 22 BD-20L;01/02/2024;2;2024;0;0;0
1171;169477W;LUBRAX HYDRA XP 100 TB-200L;01/02/2024;2;2024;3422,94;1;3422
1172;169479Y;LUBRAX TURBINA 220 TB-200L;01/02/2024;2;2024;0;0;0
1173;169480Z;LUBRAX COMPSOR RF 32 BD-20L;01/02/2024;2;2024;2790;5;558
1174;169487G;LUBRAX COMPSOR PAO 46 BD-20L;01/02/2024;2;2024;0;0;0
1175;169492L;LUBRAX COMPSOR PAO 68BD-20L;01/02/2024;2;2024;0;0;0
1176;169495O;LUBRAX GRAXA CALCIUM ZN 1BD-20KG;01/02/2024;2;2024;0;0;0
1177;169524R;LUBRAX HYDRA XP 32TB-200L;01/02/2024;2;2024;0;0;0
1178;171866T;LUBRAX SUPERA FLEX 5W40 SN 1-LITRO;01/02/2024;2;2024;0;0;0
1179;173152F;LUBRAX MARBRAX CCD310 Bl BD-20L;01/02/2024;2;2024;0;0;0
1180;173154H;LUBRAX UTILE PA 15 BD-20L;01/02/2024;2;2024;0;0;0
1181;173508X;LUBRAX UTILE FPX 68 BD-20L;01/02/2024;2;2024;2222,3;4;555
1182;173509Y;LUBRAX UTILE OT 32TB-200L;01/02/2024;2;2024;0;0;0
1183;174453G;LUBRAX COMPSOR PAO 32BD-20L;01/02/2024;2;2024;0;0;0
1184;174537M;LUBRAX EXTRA TURBO CH-4 15W401-LITRO;01/02/2024;2;2024;31461,71;58;542
1185;174539O;LUBRAX EXTRA TURBO CH-4 15W40 3-LITRO;01/02/2024;2;2024;87108,33;224;388
1186;174541Q;LUBRAX EXTRA TURBO CH-4 15W40 BD-20L;01/02/2024;2;2024;18703,48;45;415
1187;174543S;LUBRAX EXTRA TURBO CH-4 15W40 TB-200L;01/02/2024;2;2024;0;0;0
1188;174577A;LUBRAX AV 70 IN MINERAL TB-200L;01/02/2024;2;2024;0;0;0
1189;174855S;LUBRAX VALORA SN PLUS 0W201-LITRO;01/02/2024;2;2024;57947,43;73;793
1190;174856T;LUBRAX VALORA SN PLUS 5W301-LITRO;01/02/2024;2;2024;382512,96;635;602
1191;175343M;LUBRAX COMPSOR XP 46 BD-20L;01/02/2024;2;2024;0;0;0
1192;175345O;LUBRAX COMPSOR XP 68 BD-20L;01/02/2024;2;2024;0;0;0
1193;175809K;LUBRAX ATF TDXDEXRON III C-4 1-LITRO;01/02/2024;2;2024;4909,13;6;818
1194;176660D;LUBRAX CVTF SINTETICO 1-LITRO;01/02/2024;2;2024;0;0;0
1195;177058L;LUBRAX TURBO ME SAE 40 BD-20L;01/02/2024;2;2024;0;0;0
1196;177059M;LUBRAX TURBO ME SAE 40 TB-200L;01/02/2024;2;2024;12385,07;3;4128
1197;178214X;LUBRAX TURBO ME 50BD-20L;01/02/2024;2;2024;26185,15;50;523
1198;180186T;LUBRAX TURBINA EP 68 TB-200L;01/02/2024;2;2024;0;0;0
1199;182080P;LUBRAX UTILE FPX 100 BD-20L;01/02/2024;2;2024;752;2;376
1200;182656T;LUBRAX ESSENCIAL GF-5 SN 10W303-LITROS;01/02/2024;2;2024;0;0;0
1201;183746R;LUBRAX ESSENCIAL 20W50 SL TB-200L;01/02/2024;2;2024;0;0;0
1202;185923K;LUBRAX TURBO ME SAE 40 BD-20L;01/02/2024;2;2024;117219,87;266;440
1203;186517G;LUBRAX VALORA SN PLUS 0W20 TB-200L;01/02/2024;2;2024;0;0;0
1204;191820F;LUBRAX CVTF SINTETICO 1-LITRO;01/02/2024;2;2024;10744;18;596
1205;199395O;LUBRAX SUPERA FLEX 5W40 SN SINTET 1-LT;01/02/2024;2;2024;12093,24;26;465
1206;199495K;LUBRAX HYDRA 68 - BD-20L;01/02/2024;2;2024;556417,9;1814;306
1207;267215A;LUBRAX UNITRACTOR PREMIUM 10W30 BD-20L;01/02/2024;2;2024;0;0;0
1208;267216B;LUBRAX UTILE FPX 220 TB-200L;01/02/2024;2;2024;0;0;0
1209;267217C;LUBRAX LITH EP 2/3TB-170KG;01/02/2024;2;2024;0;0;0
1210;267220F;LUBRAX BETUMEN 500 TB-170K;01/02/2024;2;2024;7380;2;3690
1211;267221G;LUBRAX CALCIUM GR 2 TB-170KG;01/02/2024;2;2024;4463,51;1;4463
1212;267222H;LUBRAX GRANS THF 10W-30 TB-200L;01/02/2024;2;2024;0;0;0
1213;267223I;LUBRAX COMPSOR AC 100TB-200L;01/02/2024;2;2024;0;0;0
1214;267224J;LUBRAX OB 29 - TB-200L;01/02/2024;2;2024;22407;6;3734
1215;267336R;LUBRAX UTILE CIV 1500 - TB-200L;01/02/2024;2;2024;0;0;0
1216;267340V;LUBRAX TURBO ME SAE 40 1-LITRO;01/02/2024;2;2024;5995,91;9;666
1217;267641K;LUBRAX TURBINA X 68 TB-200L;01/02/2024;2;2024;0;0;0
1218;267643M;LUBRAX TURBINA X 68 BD-20L;01/02/2024;2;2024;0;0;0
1219;268266L;LUBRAX UTILE FPX 150 BD-20L;01/02/2024;2;2024;1088,44;2;544
1220;268291K;LUBRAX GAS MA 40 TB-200L;01/02/2024;2;2024;50075;9;5563
1221;271042F;LUBRAX GAS LDI 40 TB-200L;01/02/2024;2;2024;0;0;0
1222;271108T;LUBRAX UTILE OT 46TB-200L;01/02/2024;2;2024;23700;6;3950
1223;271110V;LUBRAX UTILE FPX 220 - BD-20L;01/02/2024;2;2024;3604,7;6;600
1224;271112X;LUBRAX UTILE OT 100TB-200L;01/02/2024;2;2024;14641,28;3;4880
1225;271114Z;LUBRAX GRAXA LITH 2 TB-170 KG;01/02/2024;2;2024;0;0;0
1226;271117C;LUBRAX TURBO DD BD-20L;01/02/2024;2;2024;0;0;0
1227;271118D;LUBRAX GRAXA LITH 00 TB-170 KG;01/02/2024;2;2024;0;0;0
1228;271119E;LUBRAX VALORA SN PLUS 5W30 TB-200L;01/02/2024;2;2024;9639;2;4819
1229;271121G;LUBRAX GEAR 320TB-200L;01/02/2024;2;2024;29696,18;5;5939
1230;271122H;LUBRAX TURBO ME 50TB-200L;01/02/2024;2;2024;5241;1;5241
1231;271123I;LUBRAX LITHPLUS EP 2 TB-170KG;01/02/2024;2;2024;0;0;0
1232;271124J;LUBRAX UTILE FPX 150 TB-200L;01/02/2024;2;2024;0;0;0
1233;271125K;LUBRAX GEAR PAO 460 BD-20L;01/02/2024;2;2024;0;0;0
1234;271126L;LUBRAX GEAR PAO 220 BD-20L;01/02/2024;2;2024;0;0;0
1235;271260P;LUBRAX TURBINA X 46 TB-200L;01/02/2024;2;2024;0;0;0
1236;273333I;LUBRAX BETUMEN 300 BD-18KG;01/02/2024;2;2024;2793;7;399
1237;273334J;LUBRAX BETUMEN 300TB-170KG;01/02/2024;2;2024;0;0;0
1238;273335K;LUBRAX BETUMEN 500 BD-18KG;01/02/2024;2;2024;6035;14;431
1239;273336L;LUBRAX ATF HD SINTETICO TB-200L;01/02/2024;2;2024;0;0;0
1240;274384T;LUBRAX SUPERA FLEX 5W40 SN TB-200L;01/02/2024;2;2024;0;0;0
1241;275940P;LUBRAX GRANS TAC4 50 - BD-20L;01/02/2024;2;2024;7872;15;524
1242;276406N;LUBRAX ATF DX6 1-LITRO;01/02/2024;2;2024;66740,02;141;473
1243;277842T;LUBRAX GOLD ST 75W90 BD-20L;01/02/2024;2;2024;0;0;0
